date_key,channel_id,spend
20240129,2,29.35
20240129,5,14.61
20240130,4,182.22
20240130,6,194.63
20240130,2,28.31
20240130,5,10.3
20240131,4,163.95
20240131,6,166.97
20240131,2,16.68
20240131,5,8.21
20240201,4,163.32
20240201,6,197.22
20240201,2,25.64
20240201,5,13.33
20240202,4,168.51
20240202,6,196.6
20240202,2,26.98
20240202,5,19.66
20240203,4,81.88
20240203,6,101.43
20240203,2,30.86
20240203,5,16.78
20240204,4,271.38
20240204,6,139.85
20240204,2,22.57
20240204,5,10.21
20240205,4,91.57
20240205,6,186.28
20240205,2,33.85
20240205,5,14.37
20240206,4,180.6
20240206,6,129.62
20240206,2,31.96
20240206,5,15.3
20240207,4,226.67
20240207,6,115.02
20240207,2,19.27
20240207,5,17.76
20240208,4,191.05
20240208,6,150.68
20240208,2,40.68
20240208,5,15.26
20240209,4,210.52
20240209,6,173.89
20240209,2,20.76
20240209,5,14.73
20240210,4,326.71
20240210,6,198.59
20240210,2,15.03
20240210,5,13.36
20240211,4,225.73
20240211,6,112.22
20240211,2,22.08
20240211,5,11.4
20240212,4,198.21
20240212,6,183.15
20240212,2,29.37
20240212,5,10.67
20240213,4,215.29
20240213,6,165.27
20240213,2,23.62
20240213,5,11.93
20240214,4,217.39
20240214,6,202.22
20240214,2,16.3
20240214,5,21.48
20240215,4,271.79
20240215,6,109.14
20240215,2,34.04
20240215,5,20.68
20240216,4,192.35
20240216,6,189.26
20240216,2,25.57
20240216,5,9.83
20240217,4,276.48
20240217,6,95.36
20240217,2,26.81
20240217,5,20.88
20240218,4,127.12
20240218,6,166.81
20240218,2,32.12
20240218,5,16.51
20240219,4,265.84
20240219,6,149.07
20240219,2,19.12
20240219,5,14.25
20240220,4,234.59
20240220,6,206.99
20240220,2,27.78
20240220,5,18.67
20240221,4,226.37
20240221,6,132.86
20240221,2,16.53
20240221,5,17.84
20240222,4,275.32
20240222,6,268.71
20240222,2,40.15
20240222,5,18.65
20240223,4,240.16
20240223,6,161.08
20240223,2,19.54
20240223,5,15.25
20240224,4,214.23
20240224,6,265.73
20240224,2,28.66
20240224,5,14.14
20240225,4,171.51
20240225,6,204.04
20240225,2,25.86
20240225,5,13.31
20240226,4,182.24
20240226,6,204.71
20240226,2,22.46
20240226,5,13.79
20240227,4,193.35
20240227,6,307.55
20240227,2,25.99
20240227,5,11.91
20240228,4,78.49
20240228,6,106.17
20240228,2,23.17
20240228,5,21.36
20240229,4,345.78
20240229,6,169.28
20240229,2,27.28
20240229,5,14.38
20240301,4,245.04
20240301,6,169.18
20240301,2,21.52
20240301,5,12.54
20240302,4,259.05
20240302,6,238.62
20240302,2,22.19
20240302,5,17.73
20240303,4,228.62
20240303,6,162.79
20240303,2,29.24
20240303,5,20.05
20240304,4,174.67
20240304,6,165.48
20240304,2,34.17
20240304,5,14.84
20240305,4,176.29
20240305,6,187.64
20240305,2,25.05
20240305,5,18.96
20240306,4,217.6
20240306,6,179.54
20240306,2,24.68
20240306,5,15.63
20240307,4,303.41
20240307,6,212.62
20240307,2,18.48
20240307,5,16.06
20240308,4,239.02
20240308,6,196.95
20240308,2,15.75
20240308,5,15.55
20240309,4,188.77
20240309,6,112.62
20240309,2,32.56
20240309,5,13.94
20240310,4,205.3
20240310,6,219.69
20240310,2,31.4
20240310,5,14.07
20240311,4,221.61
20240311,6,134.54
20240311,2,19.11
20240311,5,19.87
20240312,4,222.5
20240312,6,223.65
20240312,2,23.97
20240312,5,16.58
20240313,4,124.09
20240313,6,218.73
20240313,2,24.82
20240313,5,13.24
20240314,4,254.57
20240314,6,224.72
20240314,2,22.46
20240314,5,10.51
20240315,4,311.61
20240315,6,170.3
20240315,2,13.01
20240315,5,13.42
20240316,4,244.73
20240316,6,176.32
20240316,2,24.19
20240316,5,13.68
20240317,4,196.85
20240317,6,122.49
20240317,2,16.89
20240317,5,16.36
20240318,4,287.67
20240318,6,167.59
20240318,2,33.66
20240318,5,19.12
20240319,4,212.75
20240319,6,208.71
20240319,2,28.06
20240319,5,13.11
20240320,4,101.32
20240320,6,186.24
20240320,2,29.38
20240320,5,12.92
20240321,4,330.39
20240321,6,226.46
20240321,2,15.8
20240321,5,14.27
20240322,4,173.81
20240322,6,163.47
20240322,2,29.09
20240322,5,14.06
20240323,4,188.63
20240323,6,184.23
20240323,2,29.75
20240323,5,17.81
20240324,4,253.84
20240324,6,241.66
20240324,2,24.43
20240324,5,13.65
20240325,4,211.45
20240325,6,143.58
20240325,2,19.8
20240325,5,17.77
20240326,4,265.68
20240326,6,60.94
20240326,2,30.88
20240326,5,13.46
20240327,4,185.22
20240327,6,165.29
20240327,2,17.11
20240327,5,14.37
20240328,4,325.32
20240328,6,110.35
20240328,2,28.86
20240328,5,18.65
20240329,4,252.01
20240329,6,249.02
20240329,2,31.14
20240329,5,17.52
20240330,4,277.09
20240330,6,224.63
20240330,2,22.82
20240330,5,17.37
20240331,4,204.99
20240331,6,119.97
20240331,2,36.48
20240331,5,12.92
20240401,4,280.25
20240401,6,204.06
20240401,2,19.4
20240401,5,12.09
20240402,4,241.85
20240402,6,197.98
20240402,2,22.65
20240402,5,9.07
20240403,4,264.18
20240403,6,48.37
20240403,2,27.18
20240403,5,19.25
20240404,4,118.29
20240404,6,187.2
20240404,2,22.6
20240404,5,15.73
20240405,4,273.78
20240405,6,119.41
20240405,2,23.6
20240405,5,14.38
20240406,4,112.82
20240406,6,205.81
20240406,2,35.18
20240406,5,17.51
20240407,4,227.14
20240407,6,219.87
20240407,2,21.28
20240407,5,11.69
20240408,4,248.25
20240408,6,190.3
20240408,2,26.96
20240408,5,11.78
20240409,4,137.23
20240409,6,133.24
20240409,2,19.67
20240409,5,7.35
20240410,4,246.13
20240410,6,121.98
20240410,2,16.6
20240410,5,14.02
20240411,4,170.17
20240411,6,109.0
20240411,2,15.83
20240411,5,17.01
20240412,4,201.5
20240412,6,111.89
20240412,2,34.1
20240412,5,12.33
20240413,4,249.14
20240413,6,175.14
20240413,2,25.61
20240413,5,15.08
20240414,4,144.17
20240414,6,280.98
20240414,2,20.25
20240414,5,18.1
20240415,4,176.51
20240415,6,130.25
20240415,2,33.56
20240415,5,20.84
20240416,4,244.95
20240416,6,216.32
20240416,2,17.16
20240416,5,17.47
20240417,4,255.7
20240417,6,199.73
20240417,2,35.29
20240417,5,6.45
20240418,4,210.14
20240418,6,246.7
20240418,2,18.05
20240418,5,17.44
20240419,4,193.28
20240419,6,183.98
20240419,2,18.39
20240419,5,23.49
20240420,4,156.91
20240420,6,174.14
20240420,2,23.38
20240420,5,19.03
20240421,4,223.83
20240421,6,109.05
20240421,2,20.98
20240421,5,6.89
20240422,4,224.0
20240422,6,260.15
20240422,2,23.75
20240422,5,16.28
20240423,4,280.62
20240423,6,148.92
20240423,2,31.87
20240423,5,22.17
20240424,4,122.4
20240424,6,231.16
20240424,2,15.73
20240424,5,12.09
20240425,4,282.23
20240425,6,194.5
20240425,2,22.13
20240425,5,23.38
20240426,4,201.86
20240426,6,229.34
20240426,2,23.09
20240426,5,16.72
20240427,4,247.06
20240427,6,183.62
20240427,2,16.13
20240427,5,16.04
20240428,4,188.13
20240428,6,159.4
20240428,2,28.71
20240428,5,16.97
20240429,4,178.43
20240429,6,189.79
20240429,2,25.13
20240429,5,11.77
20240430,4,175.99
20240430,6,144.71
20240430,2,24.93
20240430,5,13.86
20240501,4,231.51
20240501,6,140.42
20240501,2,23.92
20240501,5,14.63
20240502,4,237.95
20240502,6,246.14
20240502,2,31.71
20240502,5,14.72
20240503,4,132.29
20240503,6,156.92
20240503,2,30.76
20240503,5,14.79
20240504,4,150.83
20240504,6,170.75
20240504,2,22.06
20240504,5,19.73
20240505,4,187.97
20240505,6,198.64
20240505,2,29.3
20240505,5,10.36
20240506,4,179.04
20240506,6,160.79
20240506,2,25.86
20240506,5,12.77
20240507,4,144.34
20240507,6,134.68
20240507,2,30.88
20240507,5,22.77
20240508,4,236.8
20240508,6,228.54
20240508,2,27.21
20240508,5,17.62
20240509,4,260.74
20240509,6,210.5
20240509,2,27.22
20240509,5,15.53
20240510,4,197.68
20240510,6,203.65
20240510,2,26.94
20240510,5,11.6
20240511,4,285.37
20240511,6,224.62
20240511,2,26.21
20240511,5,19.42
20240512,4,260.01
20240512,6,160.19
20240512,2,13.66
20240512,5,8.07
20240513,4,289.43
20240513,6,178.73
20240513,2,22.69
20240513,5,12.53
20240514,4,223.5
20240514,6,221.16
20240514,2,19.92
20240514,5,15.35
20240515,4,366.19
20240515,6,261.67
20240515,2,11.05
20240515,5,8.19
20240516,4,319.33
20240516,6,220.32
20240516,2,25.32
20240516,5,16.98
20240517,4,202.6
20240517,6,150.04
20240517,2,29.56
20240517,5,14.64
20240518,4,267.55
20240518,6,155.31
20240518,2,29.46
20240518,5,16.17
20240519,4,146.6
20240519,6,246.34
20240519,2,16.2
20240519,5,19.99
20240520,4,245.02
20240520,6,208.83
20240520,2,21.92
20240520,5,13.62
20240521,4,220.21
20240521,6,122.0
20240521,2,28.6
20240521,5,13.66
20240522,4,103.41
20240522,6,264.93
20240522,2,26.66
20240522,5,16.22
20240523,4,181.99
20240523,6,194.96
20240523,2,29.6
20240523,5,9.55
20240524,4,253.2
20240524,6,132.33
20240524,2,16.96
20240524,5,11.7
20240525,4,335.53
20240525,6,215.25
20240525,2,24.89
20240525,5,21.38
20240526,4,169.26
20240526,6,133.8
20240526,2,19.27
20240526,5,22.04
20240527,4,267.77
20240527,6,143.29
20240527,2,20.68
20240527,5,16.06
20240528,4,157.65
20240528,6,171.99
20240528,2,18.79
20240528,5,14.74
20240529,4,264.86
20240529,6,258.43
20240529,2,15.22
20240529,5,17.25
20240530,4,257.28
20240530,6,169.57
20240530,2,21.3
20240530,5,12.77
20240531,4,118.08
20240531,6,215.05
20240531,2,20.22
20240531,5,8.74
20240601,4,237.76
20240601,6,194.11
20240601,2,30.29
20240601,5,21.82
20240602,4,222.21
20240602,6,166.53
20240602,2,22.56
20240602,5,13.9
20240603,4,179.42
20240603,6,160.47
20240603,2,20.49
20240603,5,11.1
20240604,4,315.52
20240604,6,242.35
20240604,2,13.36
20240604,5,16.19
20240605,4,216.43
20240605,6,186.52
20240605,2,15.93
20240605,5,8.07
20240606,4,216.97
20240606,6,163.36
20240606,2,21.57
20240606,5,14.22
20240607,4,252.98
20240607,6,219.66
20240607,2,18.87
20240607,5,11.67
20240608,4,228.25
20240608,6,235.03
20240608,2,23.66
20240608,5,15.54
20240609,4,145.01
20240609,6,81.2
20240609,2,39.46
20240609,5,16.04
20240610,4,164.0
20240610,6,83.59
20240610,2,34.04
20240610,5,11.46
20240611,4,168.01
20240611,6,147.75
20240611,2,25.86
20240611,5,17.39
20240612,4,203.52
20240612,6,132.82
20240612,2,39.36
20240612,5,13.16
20240613,4,220.59
20240613,6,112.46
20240613,2,28.62
20240613,5,19.09
20240614,4,172.69
20240614,6,97.18
20240614,2,22.61
20240614,5,22.11
20240615,4,184.77
20240615,6,293.97
20240615,2,21.5
20240615,5,8.16
20240616,4,191.95
20240616,6,95.81
20240616,2,20.51
20240616,5,16.43
20240617,4,194.43
20240617,6,229.55
20240617,2,21.65
20240617,5,9.41
20240618,4,228.13
20240618,6,173.32
20240618,2,24.85
20240618,5,10.22
20240619,4,234.73
20240619,6,242.5
20240619,2,16.79
20240619,5,7.84
20240620,4,135.07
20240620,6,178.71
20240620,2,14.95
20240620,5,16.22
20240621,4,239.61
20240621,6,196.53
20240621,2,41.18
20240621,5,8.0
20240622,4,126.1
20240622,6,237.54
20240622,2,28.33
20240622,5,19.3
20240623,4,107.74
20240623,6,118.81
20240623,2,31.12
20240623,5,14.37
20240624,4,292.28
20240624,6,161.24
20240624,2,23.67
20240624,5,23.59
20240625,4,162.77
20240625,6,213.33
20240625,2,15.2
20240625,5,11.75
20240626,4,260.56
20240626,6,116.34
20240626,2,30.48
20240626,5,14.17
20240627,4,166.36
20240627,6,175.18
20240627,2,21.34
20240627,5,12.33
20240628,4,192.79
20240628,6,117.33
20240628,2,13.98
20240628,5,7.03
20240629,4,247.69
20240629,6,199.45
20240629,2,20.04
20240629,5,14.51
20240630,4,296.19
20240630,6,151.82
20240630,2,23.33
20240630,5,22.27
20240701,4,241.34
20240701,6,220.74
20240701,2,29.44
20240701,5,16.9
20240702,4,180.1
20240702,6,136.2
20240702,2,29.21
20240702,5,16.96
20240703,4,232.76
20240703,6,193.13
20240703,2,20.17
20240703,5,10.58
20240704,4,179.68
20240704,6,168.72
20240704,2,21.28
20240704,5,20.88
20240705,4,301.16
20240705,6,218.36
20240705,2,32.63
20240705,5,10.15
20240706,4,259.48
20240706,6,178.4
20240706,2,22.12
20240706,5,13.94
20240707,4,205.13
20240707,6,162.94
20240707,2,21.15
20240707,5,9.97
20240708,4,133.53
20240708,6,198.08
20240708,2,7.44
20240708,5,22.3
20240709,4,185.81
20240709,6,99.01
20240709,2,28.26
20240709,5,14.49
20240710,4,167.87
20240710,6,154.16
20240710,2,24.44
20240710,5,19.07
20240711,4,74.53
20240711,6,194.33
20240711,2,35.29
20240711,5,11.94
20240712,4,261.15
20240712,6,210.21
20240712,2,36.76
20240712,5,15.88
20240713,4,258.69
20240713,6,227.94
20240713,2,28.86
20240713,5,11.65
20240714,4,179.93
20240714,6,192.03
20240714,2,30.42
20240714,5,16.27
20240715,4,163.01
20240715,6,168.96
20240715,2,16.33
20240715,5,17.2
20240716,4,328.87
20240716,6,203.71
20240716,2,12.78
20240716,5,15.39
20240717,4,219.2
20240717,6,156.13
20240717,2,12.22
20240717,5,16.79
20240718,4,272.12
20240718,6,140.22
20240718,2,19.41
20240718,5,13.81
20240719,4,315.85
20240719,6,167.25
20240719,2,20.21
20240719,5,13.5
20240720,4,251.84
20240720,6,88.96
20240720,2,23.55
20240720,5,13.7
20240721,4,214.05
20240721,6,148.7
20240721,2,16.68
20240721,5,18.5
20240722,4,118.89
20240722,6,250.41
20240722,2,27.17
20240722,5,17.55
20240723,4,223.47
20240723,6,233.02
20240723,2,28.35
20240723,5,19.89
20240724,4,266.53
20240724,6,230.3
20240724,2,20.53
20240724,5,13.57
20240725,4,220.89
20240725,6,180.16
20240725,2,28.6
20240725,5,12.19
20240726,4,219.66
20240726,6,208.22
20240726,2,13.03
20240726,5,18.96
20240727,4,332.47
20240727,6,138.81
20240727,2,34.25
20240727,5,15.85
20240728,4,171.3
20240728,6,217.25
20240728,2,37.12
20240728,5,13.49
20240729,4,161.35
20240729,6,79.44
20240729,2,24.1
20240729,5,15.61
20240730,4,319.78
20240730,6,263.72
20240730,2,20.86
20240730,5,18.03
20240731,4,156.7
20240731,6,183.28
20240731,2,24.19
20240731,5,11.71
20240801,4,213.38
20240801,6,217.94
20240801,2,31.85
20240801,5,14.46
20240802,4,215.21
20240802,6,97.23
20240802,2,26.71
20240802,5,14.0
20240803,4,215.03
20240803,6,158.34
20240803,2,19.07
20240803,5,11.72
20240804,4,182.78
20240804,6,120.3
20240804,2,26.82
20240804,5,17.1
20240805,4,212.42
20240805,6,187.95
20240805,2,23.57
20240805,5,19.28
20240806,4,222.97
20240806,6,192.49
20240806,2,30.02
20240806,5,14.91
20240807,4,296.62
20240807,6,150.09
20240807,2,35.79
20240807,5,14.26
20240808,4,184.11
20240808,6,109.4
20240808,2,30.45
20240808,5,13.63
20240809,4,227.9
20240809,6,191.76
20240809,2,21.95
20240809,5,19.03
20240810,4,245.02
20240810,6,141.67
20240810,2,16.6
20240810,5,17.93
20240811,4,206.74
20240811,6,211.41
20240811,2,23.44
20240811,5,15.8
20240812,4,264.3
20240812,6,112.45
20240812,2,35.54
20240812,5,16.41
20240813,4,107.58
20240813,6,240.67
20240813,2,31.18
20240813,5,14.29
20240814,4,296.77
20240814,6,151.25
20240814,2,24.19
20240814,5,23.79
20240815,4,248.65
20240815,6,228.78
20240815,2,30.11
20240815,5,9.8
20240816,4,236.45
20240816,6,189.32
20240816,2,32.41
20240816,5,20.63
20240817,4,290.94
20240817,6,158.71
20240817,2,16.02
20240817,5,16.87
20240818,4,215.12
20240818,6,132.67
20240818,2,20.65
20240818,5,14.78
20240819,4,234.2
20240819,6,154.98
20240819,2,24.9
20240819,5,14.73
20240820,4,235.12
20240820,6,136.09
20240820,2,20.64
20240820,5,20.06
20240821,4,205.75
20240821,6,201.44
20240821,2,17.39
20240821,5,19.45
20240822,4,283.34
20240822,6,193.45
20240822,2,21.16
20240822,5,9.61
20240823,4,345.09
20240823,6,161.75
20240823,2,16.04
20240823,5,12.76
20240824,4,241.96
20240824,6,123.87
20240824,2,21.31
20240824,5,9.6
20240825,4,299.38
20240825,6,176.27
20240825,2,15.92
20240825,5,11.62
20240826,4,184.52
20240826,6,181.04
20240826,2,19.3
20240826,5,13.63
20240827,4,184.95
20240827,6,115.35
20240827,2,19.28
20240827,5,12.11
20240828,4,152.94
20240828,6,115.04
20240828,2,21.28
20240828,5,18.24
20240829,4,211.86
20240829,6,36.76
20240829,2,31.31
20240829,5,12.4
20240830,4,299.09
20240830,6,216.3
20240830,2,23.08
20240830,5,14.27
20240831,4,157.25
20240831,6,209.32
20240831,2,35.1
20240831,5,12.27
20240901,4,186.84
20240901,6,268.81
20240901,2,25.54
20240901,5,9.28
20240902,4,144.99
20240902,6,256.69
20240902,2,27.96
20240902,5,11.06
20240903,4,238.55
20240903,6,142.55
20240903,2,13.0
20240903,5,13.7
20240904,4,219.52
20240904,6,109.48
20240904,2,17.14
20240904,5,11.24
20240905,4,208.76
20240905,6,185.79
20240905,2,15.98
20240905,5,12.82
20240906,4,194.11
20240906,6,101.81
20240906,2,26.41
20240906,5,17.24
20240907,4,237.16
20240907,6,120.53
20240907,2,28.74
20240907,5,14.62
20240908,4,274.04
20240908,6,201.52
20240908,2,26.95
20240908,5,13.94
20240909,4,272.59
20240909,6,128.54
20240909,2,17.1
20240909,5,25.28
20240910,4,113.16
20240910,6,126.39
20240910,2,30.02
20240910,5,8.9
20240911,4,260.51
20240911,6,235.21
20240911,2,33.41
20240911,5,15.25
20240912,4,155.49
20240912,6,138.85
20240912,2,32.91
20240912,5,8.0
20240913,4,265.28
20240913,6,107.64
20240913,2,24.41
20240913,5,12.66
20240914,4,195.63
20240914,6,240.37
20240914,2,21.63
20240914,5,18.91
20240915,4,180.42
20240915,6,191.8
20240915,2,24.2
20240915,5,9.85
20240916,4,145.73
20240916,6,168.18
20240916,2,22.54
20240916,5,17.54
20240917,4,117.97
20240917,6,142.71
20240917,2,27.69
20240917,5,14.07
20240918,4,139.99
20240918,6,196.2
20240918,2,30.3
20240918,5,11.26
20240919,4,273.17
20240919,6,153.17
20240919,2,22.77
20240919,5,13.0
20240920,4,275.78
20240920,6,172.66
20240920,2,29.83
20240920,5,13.18
20240921,4,239.76
20240921,6,131.06
20240921,2,31.26
20240921,5,13.85
20240922,4,288.71
20240922,6,177.65
20240922,2,25.6
20240922,5,23.57
20240923,4,261.0
20240923,6,188.75
20240923,2,17.38
20240923,5,12.17
20240924,4,263.2
20240924,6,165.04
20240924,2,23.71
20240924,5,10.94
20240925,4,242.28
20240925,6,184.69
20240925,2,29.46
20240925,5,19.64
20240926,4,244.68
20240926,6,127.22
20240926,2,15.55
20240926,5,17.74
20240927,4,226.61
20240927,6,258.81
20240927,2,25.16
20240927,5,8.52
20240928,4,150.38
20240928,6,146.24
20240928,2,35.88
20240928,5,19.38
20240929,4,190.52
20240929,6,171.28
20240929,2,16.48
20240929,5,9.76
20240930,4,281.54
20240930,6,222.34
20240930,2,23.27
20240930,5,21.91
20241001,4,243.89
20241001,6,189.53
20241001,2,26.36
20241001,5,11.02
20241002,4,271.94
20241002,6,222.84
20241002,2,26.5
20241002,5,10.81
20241003,4,279.91
20241003,6,98.99
20241003,2,20.16
20241003,5,17.18
20241004,4,197.54
20241004,6,135.46
20241004,2,33.65
20241004,5,19.25
20241005,4,278.65
20241005,6,194.94
20241005,2,25.22
20241005,5,21.52
20241006,4,298.94
20241006,6,176.21
20241006,2,41.95
20241006,5,14.53
20241007,4,241.2
20241007,6,242.57
20241007,2,27.32
20241007,5,14.01
20241008,4,240.99
20241008,6,179.76
20241008,2,11.68
20241008,5,18.76
20241009,4,185.77
20241009,6,128.22
20241009,2,32.53
20241009,5,16.42
20241010,4,257.38
20241010,6,174.32
20241010,2,26.4
20241010,5,13.87
20241011,4,172.62
20241011,6,210.84
20241011,2,26.49
20241011,5,21.46
20241012,4,97.04
20241012,6,233.05
20241012,2,22.58
20241012,5,13.19
20241013,4,252.15
20241013,6,140.03
20241013,2,22.19
20241013,5,17.23
20241014,4,190.57
20241014,6,148.24
20241014,2,20.58
20241014,5,16.32
20241015,4,153.75
20241015,6,214.01
20241015,2,38.22
20241015,5,15.01
20241016,4,243.94
20241016,6,191.91
20241016,2,19.16
20241016,5,16.19
20241017,4,232.23
20241017,6,259.74
20241017,2,26.55
20241017,5,19.66
20241018,4,243.6
20241018,6,157.09
20241018,2,17.59
20241018,5,16.16
20241019,4,261.82
20241019,6,175.99
20241019,2,21.04
20241019,5,20.28
20241020,4,195.72
20241020,6,128.17
20241020,2,24.59
20241020,5,15.29
20241021,4,179.55
20241021,6,175.88
20241021,2,14.41
20241021,5,16.59
20241022,4,162.26
20241022,6,162.82
20241022,2,20.77
20241022,5,20.26
20241023,4,203.31
20241023,6,142.05
20241023,2,38.07
20241023,5,21.73
20241024,4,266.0
20241024,6,205.29
20241024,2,19.59
20241024,5,19.08
20241025,4,240.06
20241025,6,151.34
20241025,2,25.88
20241025,5,13.26
20241026,4,136.27
20241026,6,241.44
20241026,2,13.66
20241026,5,23.09
20241027,4,208.24
20241027,6,200.34
20241027,2,28.34
20241027,5,11.29
20241028,4,208.43
20241028,6,175.44
20241028,2,21.23
20241028,5,18.89
20241029,4,153.47
20241029,6,188.94
20241029,2,14.31
20241029,5,15.9
20241030,4,229.33
20241030,6,265.85
20241030,2,21.16
20241030,5,14.36
20241031,4,206.8
20241031,6,255.66
20241031,2,21.4
20241031,5,15.84
20241101,4,203.86
20241101,6,173.17
20241101,2,25.07
20241101,5,19.12
20241102,4,299.96
20241102,6,117.54
20241102,2,29.88
20241102,5,19.71
20241103,4,238.7
20241103,6,233.29
20241103,2,17.19
20241103,5,16.91
20241104,4,288.67
20241104,6,151.64
20241104,2,16.95
20241104,5,19.28
20241105,4,196.75
20241105,6,153.98
20241105,2,13.25
20241105,5,13.07
20241106,4,181.58
20241106,6,98.88
20241106,2,21.34
20241106,5,19.44
20241107,4,238.82
20241107,6,106.33
20241107,2,27.44
20241107,5,17.73
20241108,4,225.72
20241108,6,178.42
20241108,2,20.04
20241108,5,16.57
20241109,4,252.18
20241109,6,192.62
20241109,2,35.91
20241109,5,14.23
20241110,4,148.31
20241110,6,255.34
20241110,2,13.19
20241110,5,13.5
20241111,4,169.35
20241111,6,175.41
20241111,2,24.15
20241111,5,11.41
20241112,4,278.71
20241112,6,173.94
20241112,2,32.62
20241112,5,10.62
20241113,4,160.62
20241113,6,130.21
20241113,2,28.24
20241113,5,21.55
20241114,4,203.29
20241114,6,75.89
20241114,2,27.97
20241114,5,17.49
20241115,4,163.13
20241115,6,205.45
20241115,2,30.07
20241115,5,7.32
20241116,4,281.39
20241116,6,233.04
20241116,2,23.07
20241116,5,17.42
20241117,4,328.7
20241117,6,150.42
20241117,2,32.25
20241117,5,15.92
20241118,4,157.31
20241118,6,98.07
20241118,2,29.51
20241118,5,10.1
20241119,4,273.24
20241119,6,81.7
20241119,2,25.93
20241119,5,13.8
20241120,4,312.23
20241120,6,190.16
20241120,2,28.83
20241120,5,13.38
20241121,4,210.18
20241121,6,227.36
20241121,2,25.1
20241121,5,11.55
20241122,4,282.72
20241122,6,255.86
20241122,2,34.39
20241122,5,19.84
20241123,4,204.45
20241123,6,135.84
20241123,2,17.58
20241123,5,10.1
20241124,4,214.86
20241124,6,259.71
20241124,2,14.66
20241124,5,15.06
20241125,4,202.39
20241125,6,127.1
20241125,2,23.42
20241125,5,19.84
20241126,4,232.5
20241126,6,208.22
20241126,2,31.68
20241126,5,16.45
20241127,4,199.74
20241127,6,184.52
20241127,2,18.29
20241127,5,15.21
20241128,4,226.71
20241128,6,239.27
20241128,2,22.97
20241128,5,13.78
20241129,4,136.64
20241129,6,209.18
20241129,2,15.82
20241129,5,13.13
20241130,4,180.94
20241130,6,220.08
20241130,2,28.05
20241130,5,17.65
20241201,4,272.01
20241201,6,151.22
20241201,2,19.58
20241201,5,8.69
20241202,4,227.02
20241202,6,144.79
20241202,2,27.82
20241202,5,19.35
20241203,4,271.16
20241203,6,185.44
20241203,2,25.49
20241203,5,14.97
20241204,4,336.87
20241204,6,153.79
20241204,2,25.5
20241204,5,14.32
20241205,4,176.93
20241205,6,162.91
20241205,2,25.17
20241205,5,10.56
20241206,4,310.67
20241206,6,212.68
20241206,2,31.82
20241206,5,14.4
20241207,4,202.78
20241207,6,170.37
20241207,2,20.65
20241207,5,19.87
20241208,4,296.82
20241208,6,204.74
20241208,2,35.61
20241208,5,23.99
20241209,4,321.57
20241209,6,158.89
20241209,2,9.88
20241209,5,17.79
20241210,4,243.48
20241210,6,184.9
20241210,2,23.55
20241210,5,20.07
20241211,4,134.95
20241211,6,248.94
20241211,2,35.84
20241211,5,15.56
20241212,4,235.63
20241212,6,126.64
20241212,2,31.28
20241212,5,19.77
20241213,4,262.04
20241213,6,124.22
20241213,2,14.94
20241213,5,14.1
20241214,4,224.36
20241214,6,225.68
20241214,2,23.5
20241214,5,18.98
20241215,4,282.1
