order_item_id,order_id,product_id,quantity,unit_price,discount,line_revenue
411,227,27,2,23.29,0.1,41.92
412,228,1,4,103.84,0.0,415.36
413,228,7,1,266.31,0.0,266.31
414,228,19,2,28.9,0.0,57.8
415,229,20,3,18.51,0.0,55.53
416,229,13,4,81.71,0.0,326.84
417,229,6,2,53.69,0.0,107.38
418,230,27,1,22.69,0.0,22.69
419,230,10,1,108.2,0.05,102.79
420,231,1,3,100.84,0.05,287.39
421,231,26,4,71.15,0.0,284.6
422,231,16,1,38.39,0.1,34.55
423,232,7,4,267.79,0.1,964.04
424,233,1,2,102.65,0.1,184.77
425,234,11,2,41.97,0.15,71.35
426,235,1,2,100.16,0.0,200.32
427,235,19,1,28.76,0.05,27.32
428,236,9,1,41.77,0.1,37.59
429,237,17,3,25.89,0.0,77.67
430,237,4,4,257.03,0.0,1028.12
431,237,7,1,274.76,0.1,247.28
432,238,2,1,57.92,0.0,57.92
433,238,5,2,52.47,0.0,104.94
434,239,29,4,38.09,0.0,152.36
435,239,19,2,29.03,0.15,49.35
436,239,21,3,248.45,0.05,708.08
437,240,5,4,52.55,0.15,178.67
438,240,3,4,116.26,0.0,465.04
439,240,27,1,23.55,0.0,23.55
440,241,13,4,80.13,0.0,320.52
441,241,6,2,51.5,0.0,103.0
442,242,16,1,38.89,0.1,35.0
443,242,15,1,13.7,0.15,11.64
444,243,11,3,43.48,0.1,117.4
445,244,13,2,79.77,0.0,159.54
446,244,19,2,28.48,0.15,48.42
447,245,14,2,11.46,0.15,19.48
448,245,26,4,73.44,0.1,264.38
449,245,19,2,28.86,0.0,57.72
450,246,4,1,254.82,0.1,229.34
451,246,27,1,23.19,0.05,22.03
452,246,15,2,13.88,0.0,27.76
453,247,27,1,23.56,0.15,20.03
454,248,25,1,39.74,0.0,39.74
455,249,20,2,18.41,0.0,36.82
456,249,19,2,29.32,0.0,58.64
457,250,23,2,69.38,0.1,124.88
458,250,30,3,49.05,0.0,147.15
459,251,12,3,41.66,0.1,112.48
460,252,4,2,252.58,0.15,429.39
461,252,28,3,90.33,0.05,257.44
462,253,13,3,79.48,0.0,238.44
463,253,14,1,11.83,0.0,11.83
464,254,5,4,51.35,0.15,174.59
465,254,10,1,108.04,0.15,91.83
466,255,5,1,52.44,0.05,49.82
467,255,3,4,116.02,0.0,464.08
468,256,17,3,25.98,0.0,77.94
469,256,14,1,11.33,0.05,10.76
470,257,23,3,70.6,0.1,190.62
471,258,2,2,56.27,0.05,106.91
472,258,19,4,29.05,0.1,104.58
473,259,15,1,13.84,0.0,13.84
474,259,17,2,26.35,0.15,44.8
475,260,22,4,53.28,0.1,191.81
476,261,29,2,36.92,0.05,70.15
477,262,29,4,37.58,0.0,150.32
478,262,16,2,39.59,0.1,71.26
479,262,19,4,29.13,0.0,116.52
480,263,21,2,244.08,0.15,414.94
481,264,26,3,71.79,0.0,215.37
482,264,24,3,18.3,0.0,54.9
483,265,20,2,18.01,0.15,30.62
484,266,20,1,18.47,0.15,15.7
485,267,12,1,43.19,0.05,41.03
486,267,26,1,73.18,0.0,73.18
487,268,5,3,51.74,0.05,147.46
488,269,25,1,40.3,0.0,40.3
489,269,13,1,82.25,0.0,82.25
490,270,25,1,39.76,0.05,37.77
491,270,27,2,23.61,0.1,42.5
492,271,13,4,80.73,0.0,322.92
493,272,28,2,90.94,0.15,154.6
494,272,14,2,11.73,0.0,23.46
495,272,1,1,102.39,0.05,97.27
496,273,30,2,49.41,0.0,98.82
497,273,21,2,241.82,0.15,411.09
498,273,28,4,91.99,0.0,367.96
499,274,11,1,41.77,0.0,41.77
500,274,22,1,51.96,0.0,51.96
501,274,23,4,68.09,0.0,272.36
502,275,7,1,263.22,0.1,236.9
503,275,2,4,56.57,0.1,203.65
504,276,23,1,69.46,0.05,65.99
505,277,26,1,70.94,0.05,67.39
506,277,6,4,53.04,0.0,212.16
507,277,29,2,38.19,0.0,76.38
508,278,6,1,51.49,0.05,48.92
509,278,25,2,39.34,0.0,78.68
510,279,15,1,14.07,0.1,12.66
511,280,6,2,52.78,0.05,100.28
512,280,21,1,238.26,0.05,226.35
513,281,4,1,259.04,0.05,246.09
514,281,2,1,56.37,0.15,47.91
515,282,30,1,49.41,0.15,42.0
516,283,29,3,38.27,0.05,109.07
517,283,13,2,82.26,0.0,164.52
518,284,8,4,129.6,0.1,466.56
519,284,1,3,100.94,0.15,257.4
520,284,13,2,81.39,0.15,138.36
521,285,12,3,42.4,0.05,120.84
522,286,21,1,249.0,0.15,211.65
523,286,7,1,267.83,0.0,267.83
524,287,16,4,38.57,0.0,154.28
525,287,3,1,119.43,0.0,119.43
526,288,13,3,80.84,0.05,230.39
527,288,3,1,113.81,0.15,96.74
528,289,13,1,81.48,0.1,73.33
529,290,22,3,53.28,0.0,159.84
530,290,28,1,91.13,0.0,91.13
531,291,30,1,50.39,0.0,50.39
532,291,20,1,18.62,0.0,18.62
533,292,20,3,18.54,0.0,55.62
534,292,6,2,52.98,0.0,105.96
535,293,14,2,11.91,0.15,20.25
536,294,11,4,42.04,0.0,168.16
537,294,4,1,253.89,0.0,253.89
538,295,5,2,52.32,0.0,104.64
539,295,25,2,40.01,0.0,80.02
540,296,26,4,72.87,0.0,291.48
541,297,3,1,114.01,0.15,96.91
542,297,1,3,101.24,0.05,288.53
543,298,7,1,269.66,0.05,256.18
544,299,6,3,52.93,0.15,134.97
545,300,20,4,18.06,0.05,68.63
546,300,3,1,114.62,0.1,103.16
547,301,20,2,18.7,0.1,33.66
548,302,15,4,13.61,0.0,54.44
549,303,26,1,73.57,0.05,69.89
550,304,6,1,52.3,0.0,52.3
551,304,22,2,53.38,0.05,101.42
552,305,4,4,256.55,0.0,1026.2
553,306,16,3,39.99,0.15,101.97
554,307,19,2,28.97,0.0,57.94
555,307,11,1,42.46,0.0,42.46
556,308,24,2,17.92,0.0,35.84
557,309,16,3,39.98,0.0,119.94
558,310,30,3,49.72,0.0,149.16
559,311,24,4,17.82,0.0,71.28
560,311,7,1,270.29,0.0,270.29
561,312,4,2,251.74,0.0,503.48
562,313,29,2,38.43,0.15,65.33
563,314,29,3,37.07,0.1,100.09
564,314,6,2,51.9,0.05,98.61
565,314,19,2,29.05,0.15,49.38
566,315,8,2,127.88,0.1,230.18
567,316,30,3,49.8,0.0,149.4
568,317,16,4,38.26,0.1,137.74
569,318,16,4,39.1,0.0,156.4
570,318,26,1,70.05,0.15,59.54
571,319,7,2,271.38,0.0,542.76
572,319,5,1,52.14,0.15,44.32
573,320,28,4,93.41,0.05,354.96
574,320,19,1,28.57,0.0,28.57
575,321,23,1,67.57,0.15,57.43
576,321,21,2,240.64,0.0,481.28
577,322,18,1,84.41,0.0,84.41
578,322,19,4,28.74,0.15,97.72
579,322,26,2,70.41,0.0,140.82
580,323,20,2,18.38,0.15,31.25
581,323,2,1,58.21,0.0,58.21
582,324,8,1,131.3,0.1,118.17
583,324,18,4,87.35,0.0,349.4
584,325,12,2,42.58,0.0,85.16
585,325,29,1,37.78,0.1,34.0
586,326,27,4,23.46,0.0,93.84
587,326,4,2,259.99,0.15,441.98
588,326,16,1,39.97,0.0,39.97
589,327,13,1,82.73,0.0,82.73
590,328,9,1,42.61,0.0,42.61
591,329,21,2,243.69,0.0,487.38
592,329,1,2,101.38,0.15,172.35
593,329,10,1,103.58,0.0,103.58
594,330,21,3,245.0,0.0,735.0
595,330,11,2,43.27,0.1,77.89
596,330,14,2,11.66,0.0,23.32
597,331,26,2,71.38,0.0,142.76
598,332,5,2,53.9,0.1,97.02
599,333,23,3,70.77,0.15,180.46
600,334,6,1,54.0,0.1,48.6
601,335,15,2,13.56,0.15,23.05
602,336,22,2,52.1,0.05,98.99
603,337,6,1,52.41,0.05,49.79
604,337,18,1,88.16,0.0,88.16
605,337,10,1,106.2,0.1,95.58
606,338,21,2,240.55,0.1,432.99
607,338,23,4,69.32,0.05,263.42
608,339,23,4,67.46,0.15,229.36
609,339,4,3,249.81,0.1,674.49
610,340,15,2,13.45,0.15,22.86
611,341,19,3,29.36,0.0,88.08
612,342,1,1,101.39,0.15,86.18
613,343,17,2,25.89,0.1,46.6
614,344,2,2,58.04,0.05,110.28
615,344,30,2,48.76,0.0,97.52
616,344,22,2,52.91,0.1,95.24
617,345,7,4,272.68,0.05,1036.18
618,346,10,4,105.54,0.05,401.05
619,346,6,1,52.93,0.0,52.93
620,347,10,2,106.09,0.0,212.18
621,348,30,3,48.95,0.05,139.51
622,349,14,3,11.66,0.0,34.98
623,349,6,1,52.35,0.1,47.12
624,350,2,2,56.83,0.1,102.29
625,350,27,4,22.52,0.0,90.08
626,351,9,2,43.35,0.05,82.36
627,352,21,4,242.14,0.05,920.13
628,353,1,1,101.64,0.0,101.64
629,354,24,2,18.38,0.15,31.25
630,354,12,4,43.18,0.0,172.72
631,354,19,2,28.82,0.0,57.64
632,355,19,1,28.66,0.15,24.36
633,356,12,1,42.45,0.15,36.08
634,357,2,2,58.69,0.1,105.64
635,357,10,1,104.23,0.0,104.23
636,358,25,2,40.51,0.15,68.87
637,358,6,2,53.2,0.0,106.4
638,358,18,1,85.61,0.0,85.61
639,359,5,3,53.42,0.05,152.25
640,360,30,1,50.02,0.0,50.02
641,360,6,3,53.56,0.1,144.61
642,361,23,1,70.56,0.0,70.56
643,361,18,1,86.18,0.0,86.18
644,361,25,4,40.49,0.1,145.76
645,362,25,4,40.34,0.0,161.36
646,362,11,1,43.27,0.15,36.78
647,362,6,1,51.89,0.0,51.89
648,363,23,1,70.06,0.05,66.56
649,363,25,1,38.88,0.15,33.05
650,364,19,1,28.04,0.0,28.04
651,364,2,4,56.22,0.0,224.88
652,364,16,3,40.0,0.0,120.0
653,365,1,1,103.98,0.1,93.58
654,365,3,2,118.58,0.15,201.59
655,366,8,1,130.24,0.0,130.24
656,366,17,3,25.72,0.0,77.16
657,366,19,1,28.77,0.15,24.45
658,367,30,1,50.91,0.05,48.36
659,368,23,1,70.71,0.0,70.71
660,368,19,2,28.6,0.1,51.48
661,369,14,1,11.51,0.05,10.93
662,370,17,1,25.94,0.0,25.94
663,371,24,2,17.93,0.05,34.07
664,371,2,3,57.96,0.05,165.19
665,371,3,1,115.21,0.05,109.45
666,372,28,1,92.6,0.15,78.71
667,373,6,4,51.6,0.05,196.08
668,373,1,3,99.51,0.0,298.53
669,374,13,3,81.84,0.0,245.52
670,374,23,1,68.02,0.0,68.02
671,375,28,1,92.24,0.0,92.24
672,375,13,4,81.23,0.15,276.18
673,375,4,2,258.24,0.05,490.66
674,376,17,1,25.6,0.0,25.6
675,376,9,2,42.9,0.0,85.8
676,377,4,4,250.38,0.15,851.29
677,378,6,2,52.2,0.0,104.4
678,379,20,1,18.26,0.05,17.35
679,379,4,2,258.18,0.05,490.54
680,379,25,3,39.52,0.1,106.7
681,380,1,2,99.69,0.05,189.41
682,380,25,2,39.72,0.0,79.44
683,380,2,1,57.88,0.0,57.88
684,381,16,2,39.63,0.05,75.3
685,382,19,4,28.79,0.1,103.64
686,383,16,1,38.98,0.05,37.03
687,383,18,3,86.79,0.0,260.37
688,383,28,2,88.98,0.0,177.96
689,384,27,2,23.36,0.0,46.72
690,385,13,2,80.25,0.0,160.5
691,385,4,1,252.74,0.15,214.83
692,386,19,4,28.43,0.0,113.72
693,386,3,1,115.43,0.05,109.66
694,387,19,2,29.0,0.1,52.2
695,387,17,1,25.97,0.05,24.67
696,388,19,2,28.97,0.0,57.94
