date,channel,spend
2024-01-21,paid_search,163.83
2024-01-21,social_media,153.0
2024-01-21,email,19.97
2024-01-21,referral,13.3
2024-01-22,paid_search,236.63
2024-01-22,social_media,136.45
2024-01-22,email,24.7
2024-01-22,referral,17.77
2024-01-23,paid_search,232.21
2024-01-23,social_media,193.64
2024-01-23,email,22.51
2024-01-23,referral,12.75
2024-01-24,paid_search,168.23
2024-01-24,social_media,151.74
2024-01-24,email,22.61
2024-01-24,referral,10.99
2024-01-25,paid_search,198.03
2024-01-25,social_media,211.76
2024-01-25,email,31.65
2024-01-25,referral,17.48
2024-01-26,paid_search,235.78
2024-01-26,social_media,208.52
2024-01-26,email,26.88
2024-01-26,referral,15.71
2024-01-27,paid_search,165.29
2024-01-27,social_media,132.55
2024-01-27,email,18.0
2024-01-27,referral,13.32
2024-01-28,paid_search,265.9
2024-01-28,social_media,133.02
2024-01-28,email,19.41
2024-01-28,referral,18.77
2024-01-29,paid_search,212.33
2024-01-29,social_media,158.56
2024-01-29,email,26.89
2024-01-29,referral,11.09
2024-01-30,paid_search,243.44
2024-01-30,social_media,186.4
2024-01-30,email,21.92
2024-01-30,referral,13.93
2024-01-31,paid_search,166.65
2024-01-31,social_media,207.21
2024-01-31,email,21.0
2024-01-31,referral,15.9
2024-02-01,paid_search,241.08
2024-02-01,social_media,127.15
2024-02-01,email,23.26
2024-02-01,referral,17.66
2024-02-02,paid_search,270.15
2024-02-02,social_media,192.88
2024-02-02,email,22.59
2024-02-02,referral,18.94
2024-02-03,paid_search,257.35
2024-02-03,social_media,175.04
2024-02-03,email,22.42
2024-02-03,referral,12.23
2024-02-04,paid_search,167.56
2024-02-04,social_media,190.28
2024-02-04,email,18.51
2024-02-04,referral,17.6
2024-02-05,paid_search,179.56
2024-02-05,social_media,187.91
2024-02-05,email,27.06
2024-02-05,referral,12.81
2024-02-06,paid_search,209.57
2024-02-06,social_media,204.26
2024-02-06,email,24.17
2024-02-06,referral,12.69
2024-02-07,paid_search,259.21
2024-02-07,social_media,132.53
2024-02-07,email,22.18
2024-02-07,referral,14.42
2024-02-08,paid_search,280.69
2024-02-08,social_media,207.47
2024-02-08,email,22.17
2024-02-08,referral,18.47
2024-02-09,paid_search,256.37
2024-02-09,social_media,141.92
2024-02-09,email,22.13
2024-02-09,referral,13.59
2024-02-10,paid_search,202.69
2024-02-10,social_media,126.87
2024-02-10,email,26.3
2024-02-10,referral,16.6
2024-02-11,paid_search,161.57
2024-02-11,social_media,180.77
2024-02-11,email,30.03
2024-02-11,referral,18.23
2024-02-12,paid_search,209.71
2024-02-12,social_media,147.1
2024-02-12,email,20.51
2024-02-12,referral,18.68
2024-02-13,paid_search,257.65
2024-02-13,social_media,162.89
2024-02-13,email,27.52
2024-02-13,referral,16.75
2024-02-14,paid_search,283.61
2024-02-14,social_media,190.77
2024-02-14,email,22.47
2024-02-14,referral,15.71
2024-02-15,paid_search,281.12
2024-02-15,social_media,192.54
2024-02-15,email,23.78
2024-02-15,referral,11.96
2024-02-16,paid_search,213.97
2024-02-16,social_media,211.23
2024-02-16,email,18.13
2024-02-16,referral,12.47
2024-02-17,paid_search,154.49
2024-02-17,social_media,150.09
2024-02-17,email,20.95
2024-02-17,referral,16.12
2024-02-18,paid_search,185.55
2024-02-18,social_media,205.34
2024-02-18,email,31.79
2024-02-18,referral,13.48
2024-02-19,paid_search,251.69
2024-02-19,social_media,148.17
2024-02-19,email,20.26
2024-02-19,referral,19.41
2024-02-20,paid_search,201.89
2024-02-20,social_media,133.96
2024-02-20,email,17.95
2024-02-20,referral,11.54
2024-02-21,paid_search,192.36
2024-02-21,social_media,147.0
2024-02-21,email,26.29
2024-02-21,referral,17.39
2024-02-22,paid_search,159.8
2024-02-22,social_media,129.21
2024-02-22,email,20.47
2024-02-22,referral,12.07
2024-02-23,paid_search,270.87
2024-02-23,social_media,203.63
2024-02-23,email,22.6
2024-02-23,referral,15.49
2024-02-24,paid_search,177.57
2024-02-24,social_media,128.32
2024-02-24,email,30.14
2024-02-24,referral,18.7
2024-02-25,paid_search,156.77
2024-02-25,social_media,199.16
2024-02-25,email,23.18
2024-02-25,referral,17.59
2024-02-26,paid_search,168.65
2024-02-26,social_media,227.1
2024-02-26,email,22.08
2024-02-26,referral,12.66
2024-02-27,paid_search,260.85
2024-02-27,social_media,197.38
2024-02-27,email,31.62
2024-02-27,referral,19.29
2024-02-28,paid_search,285.7
2024-02-28,social_media,221.22
2024-02-28,email,30.68
2024-02-28,referral,11.09
2024-02-29,paid_search,173.07
2024-02-29,social_media,225.81
2024-02-29,email,29.42
2024-02-29,referral,12.23
2024-03-01,paid_search,203.92
2024-03-01,social_media,166.42
2024-03-01,email,26.49
2024-03-01,referral,19.29
2024-03-02,paid_search,186.28
2024-03-02,social_media,130.99
2024-03-02,email,26.74
2024-03-02,referral,12.2
2024-03-03,paid_search,224.68
2024-03-03,social_media,211.28
2024-03-03,email,22.42
2024-03-03,referral,10.98
2024-03-04,paid_search,259.02
2024-03-04,social_media,220.27
2024-03-04,email,30.27
2024-03-04,referral,19.22
2024-03-05,paid_search,270.93
2024-03-05,social_media,148.6
2024-03-05,email,18.72
2024-03-05,referral,14.74
2024-03-06,paid_search,241.58
2024-03-06,social_media,133.01
2024-03-06,email,25.13
2024-03-06,referral,17.26
2024-03-07,paid_search,239.15
2024-03-07,social_media,180.99
2024-03-07,email,24.98
2024-03-07,referral,14.68
2024-03-08,paid_search,196.48
2024-03-08,social_media,166.38
2024-03-08,email,27.92
2024-03-08,referral,16.94
2024-03-09,paid_search,219.31
2024-03-09,social_media,154.98
2024-03-09,email,23.51
2024-03-09,referral,18.79
2024-03-10,paid_search,231.09
2024-03-10,social_media,129.95
2024-03-10,email,20.79
2024-03-10,referral,12.33
2024-03-11,paid_search,267.94
2024-03-11,social_media,168.76
2024-03-11,email,22.09
2024-03-11,referral,18.5
2024-03-12,paid_search,229.42
2024-03-12,social_media,227.03
2024-03-12,email,23.11
2024-03-12,referral,15.45
2024-03-13,paid_search,171.73
2024-03-13,social_media,135.08
2024-03-13,email,24.17
2024-03-13,referral,13.66
2024-03-14,paid_search,231.08
2024-03-14,social_media,176.25
2024-03-14,email,26.82
2024-03-14,referral,14.33
2024-03-15,paid_search,215.72
2024-03-15,social_media,170.17
2024-03-15,email,29.57
2024-03-15,referral,13.35
2024-03-16,paid_search,204.47
2024-03-16,social_media,145.39
2024-03-16,email,21.01
2024-03-16,referral,16.31
2024-03-17,paid_search,201.4
2024-03-17,social_media,134.9
2024-03-17,email,30.14
2024-03-17,referral,15.12
2024-03-18,paid_search,238.96
2024-03-18,social_media,210.87
2024-03-18,email,31.4
2024-03-18,referral,11.39
2024-03-19,paid_search,163.42
2024-03-19,social_media,130.13
2024-03-19,email,20.5
2024-03-19,referral,12.27
2024-03-20,paid_search,197.46
2024-03-20,social_media,158.69
2024-03-20,email,29.73
2024-03-20,referral,16.65
2024-03-21,paid_search,190.23
2024-03-21,social_media,202.21
2024-03-21,email,32.47
2024-03-21,referral,19.49
2024-03-22,paid_search,253.31
2024-03-22,social_media,205.9
2024-03-22,email,31.19
2024-03-22,referral,10.58
2024-03-23,paid_search,193.53
2024-03-23,social_media,214.81
2024-03-23,email,29.25
2024-03-23,referral,14.13
2024-03-24,paid_search,207.56
2024-03-24,social_media,188.64
2024-03-24,email,27.33
2024-03-24,referral,14.75
2024-03-25,paid_search,221.67
2024-03-25,social_media,208.21
2024-03-25,email,19.74
2024-03-25,referral,14.08
2024-03-26,paid_search,183.95
2024-03-26,social_media,206.91
2024-03-26,email,24.62
2024-03-26,referral,15.14
2024-03-27,paid_search,257.75
2024-03-27,social_media,207.82
2024-03-27,email,28.34
2024-03-27,referral,14.65
2024-03-28,paid_search,258.53
2024-03-28,social_media,159.81
2024-03-28,email,20.32
2024-03-28,referral,17.43
2024-03-29,paid_search,246.13
2024-03-29,social_media,148.64
2024-03-29,email,24.25
2024-03-29,referral,15.53
2024-03-30,paid_search,203.46
2024-03-30,social_media,188.37
2024-03-30,email,19.43
2024-03-30,referral,18.99
2024-03-31,paid_search,155.28
2024-03-31,social_media,213.52
2024-03-31,email,30.01
2024-03-31,referral,13.56
2024-04-01,paid_search,209.33
2024-04-01,social_media,200.06
2024-04-01,email,23.55
2024-04-01,referral,17.51
2024-04-02,paid_search,224.96
2024-04-02,social_media,161.22
2024-04-02,email,17.85
2024-04-02,referral,17.57
2024-04-03,paid_search,275.72
2024-04-03,social_media,142.6
2024-04-03,email,31.79
2024-04-03,referral,13.47
2024-04-04,paid_search,237.14
2024-04-04,social_media,191.12
2024-04-04,email,26.62
2024-04-04,referral,18.3
2024-04-05,paid_search,283.38
2024-04-05,social_media,148.05
2024-04-05,email,23.36
2024-04-05,referral,15.31
2024-04-06,paid_search,178.86
2024-04-06,social_media,137.73
2024-04-06,email,26.04
2024-04-06,referral,14.56
2024-04-07,paid_search,272.11
2024-04-07,social_media,136.07
2024-04-07,email,19.06
2024-04-07,referral,15.48
2024-04-08,paid_search,158.23
2024-04-08,social_media,200.41
2024-04-08,email,24.83
2024-04-08,referral,12.18
2024-04-09,paid_search,163.17
2024-04-09,social_media,230.0
2024-04-09,email,21.76
2024-04-09,referral,12.6
2024-04-10,paid_search,241.06
2024-04-10,social_media,133.56
2024-04-10,email,18.36
2024-04-10,referral,15.17
2024-04-11,paid_search,176.68
2024-04-11,social_media,218.85
2024-04-11,email,23.66
2024-04-11,referral,11.91
2024-04-12,paid_search,168.62
2024-04-12,social_media,183.94
2024-04-12,email,24.67
2024-04-12,referral,11.12
2024-04-13,paid_search,280.07
2024-04-13,social_media,219.5
2024-04-13,email,19.45
2024-04-13,referral,12.35
2024-04-14,paid_search,211.05
2024-04-14,social_media,202.64
2024-04-14,email,24.62
2024-04-14,referral,15.93
2024-04-15,paid_search,277.97
2024-04-15,social_media,189.45
2024-04-15,email,25.04
2024-04-15,referral,16.66
2024-04-16,paid_search,190.36
2024-04-16,social_media,126.8
2024-04-16,email,19.64
2024-04-16,referral,11.08
2024-04-17,paid_search,206.7
2024-04-17,social_media,213.22
2024-04-17,email,25.39
2024-04-17,referral,18.69
2024-04-18,paid_search,270.06
2024-04-18,social_media,175.7
2024-04-18,email,26.14
2024-04-18,referral,17.14
2024-04-19,paid_search,192.0
2024-04-19,social_media,221.15
2024-04-19,email,24.34
2024-04-19,referral,16.8
2024-04-20,paid_search,247.94
2024-04-20,social_media,158.12
2024-04-20,email,26.7
2024-04-20,referral,17.79
2024-04-21,paid_search,177.12
2024-04-21,social_media,152.91
2024-04-21,email,31.0
2024-04-21,referral,17.1
2024-04-22,paid_search,214.43
2024-04-22,social_media,224.37
2024-04-22,email,20.25
2024-04-22,referral,15.62
2024-04-23,paid_search,205.95
2024-04-23,social_media,228.13
2024-04-23,email,21.1
2024-04-23,referral,18.33
2024-04-24,paid_search,190.14
2024-04-24,social_media,193.83
2024-04-24,email,21.88
2024-04-24,referral,18.75
2024-04-25,paid_search,246.14
2024-04-25,social_media,204.02
2024-04-25,email,20.76
2024-04-25,referral,14.94
2024-04-26,paid_search,285.0
2024-04-26,social_media,185.7
2024-04-26,email,32.43
2024-04-26,referral,11.19
2024-04-27,paid_search,167.89
2024-04-27,social_media,208.79
2024-04-27,email,22.39
2024-04-27,referral,14.56
2024-04-28,paid_search,187.37
2024-04-28,social_media,180.65
2024-04-28,email,24.43
2024-04-28,referral,11.16
2024-04-29,paid_search,245.67
2024-04-29,social_media,206.97
2024-04-29,email,23.22
2024-04-29,referral,17.21
2024-04-30,paid_search,266.96
2024-04-30,social_media,168.84
2024-04-30,email,17.66
2024-04-30,referral,11.53
2024-05-01,paid_search,275.06
2024-05-01,social_media,161.33
2024-05-01,email,28.73
2024-05-01,referral,14.86
2024-05-02,paid_search,163.01
2024-05-02,social_media,185.23
2024-05-02,email,21.13
2024-05-02,referral,19.05
2024-05-03,paid_search,172.51
2024-05-03,social_media,214.61
2024-05-03,email,30.12
2024-05-03,referral,12.04
2024-05-04,paid_search,156.38
2024-05-04,social_media,136.86
2024-05-04,email,21.91
2024-05-04,referral,15.31
2024-05-05,paid_search,205.59
2024-05-05,social_media,134.38
2024-05-05,email,28.95
2024-05-05,referral,16.6
2024-05-06,paid_search,174.26
2024-05-06,social_media,164.67
2024-05-06,email,20.75
2024-05-06,referral,10.81
2024-05-07,paid_search,243.11
2024-05-07,social_media,149.35
2024-05-07,email,27.95
2024-05-07,referral,18.03
2024-05-08,paid_search,261.12
2024-05-08,social_media,195.23
2024-05-08,email,28.25
2024-05-08,referral,18.57
2024-05-09,paid_search,205.56
2024-05-09,social_media,159.3
2024-05-09,email,18.29
2024-05-09,referral,10.54
2024-05-10,paid_search,255.96
2024-05-10,social_media,208.85
2024-05-10,email,31.43
2024-05-10,referral,13.87
2024-05-11,paid_search,185.49
2024-05-11,social_media,135.87
2024-05-11,email,23.83
2024-05-11,referral,19.4
2024-05-12,paid_search,198.5
2024-05-12,social_media,146.75
2024-05-12,email,27.53
2024-05-12,referral,12.49
2024-05-13,paid_search,270.46
2024-05-13,social_media,212.07
2024-05-13,email,29.96
2024-05-13,referral,12.01
2024-05-14,paid_search,176.05
2024-05-14,social_media,170.89
2024-05-14,email,19.12
2024-05-14,referral,13.44
2024-05-15,paid_search,228.19
2024-05-15,social_media,146.47
2024-05-15,email,20.61
2024-05-15,referral,15.38
2024-05-16,paid_search,277.94
2024-05-16,social_media,139.05
2024-05-16,email,20.71
2024-05-16,referral,13.71
2024-05-17,paid_search,176.92
2024-05-17,social_media,169.43
2024-05-17,email,22.24
2024-05-17,referral,14.0
2024-05-18,paid_search,214.56
2024-05-18,social_media,133.13
2024-05-18,email,29.73
2024-05-18,referral,16.35
2024-05-19,paid_search,202.71
2024-05-19,social_media,133.27
2024-05-19,email,20.78
2024-05-19,referral,13.21
2024-05-20,paid_search,233.05
2024-05-20,social_media,232.18
2024-05-20,email,19.03
2024-05-20,referral,15.33
2024-05-21,paid_search,284.75
2024-05-21,social_media,217.85
2024-05-21,email,20.07
2024-05-21,referral,19.13
2024-05-22,paid_search,233.18
2024-05-22,social_media,231.99
2024-05-22,email,27.94
2024-05-22,referral,16.6
2024-05-23,paid_search,282.35
2024-05-23,social_media,200.92
2024-05-23,email,22.48
2024-05-23,referral,16.22
2024-05-24,paid_search,270.68
2024-05-24,social_media,160.34
2024-05-24,email,30.27
2024-05-24,referral,14.84
2024-05-25,paid_search,198.23
2024-05-25,social_media,191.72
2024-05-25,email,26.28
2024-05-25,referral,13.94
2024-05-26,paid_search,238.56
2024-05-26,social_media,151.1
2024-05-26,email,26.31
2024-05-26,referral,19.4
2024-05-27,paid_search,184.7
2024-05-27,social_media,192.57
2024-05-27,email,30.95
2024-05-27,referral,13.28
2024-05-28,paid_search,251.4
2024-05-28,social_media,207.78
2024-05-28,email,26.8
2024-05-28,referral,11.04
2024-05-29,paid_search,203.44
2024-05-29,social_media,158.03
2024-05-29,email,19.78
2024-05-29,referral,12.34
2024-05-30,paid_search,159.0
2024-05-30,social_media,225.73
2024-05-30,email,26.47
2024-05-30,referral,19.01
2024-05-31,paid_search,251.58
2024-05-31,social_media,161.5
2024-05-31,email,21.67
2024-05-31,referral,16.29
2024-06-01,paid_search,254.39
2024-06-01,social_media,182.25
2024-06-01,email,32.16
2024-06-01,referral,16.33
2024-06-02,paid_search,192.08
2024-06-02,social_media,128.56
2024-06-02,email,30.2
2024-06-02,referral,13.48
2024-06-03,paid_search,185.98
2024-06-03,social_media,184.25
2024-06-03,email,31.1
2024-06-03,referral,16.49
2024-06-04,paid_search,186.78
2024-06-04,social_media,200.23
2024-06-04,email,28.29
2024-06-04,referral,15.97
2024-06-05,paid_search,204.36
2024-06-05,social_media,160.74
2024-06-05,email,24.14
2024-06-05,referral,10.55
2024-06-06,paid_search,268.82
2024-06-06,social_media,133.56
2024-06-06,email,20.39
2024-06-06,referral,16.21
2024-06-07,paid_search,172.68
2024-06-07,social_media,148.06
2024-06-07,email,18.88
2024-06-07,referral,15.83
2024-06-08,paid_search,263.72
2024-06-08,social_media,226.64
2024-06-08,email,21.04
2024-06-08,referral,11.2
2024-06-09,paid_search,249.7
2024-06-09,social_media,159.64
2024-06-09,email,28.33
2024-06-09,referral,12.7
2024-06-10,paid_search,177.29
2024-06-10,social_media,152.89
2024-06-10,email,21.78
2024-06-10,referral,14.53
2024-06-11,paid_search,237.9
2024-06-11,social_media,155.36
2024-06-11,email,29.22
2024-06-11,referral,11.22
2024-06-12,paid_search,282.38
2024-06-12,social_media,169.01
2024-06-12,email,20.02
2024-06-12,referral,14.47
2024-06-13,paid_search,220.7
2024-06-13,social_media,205.37
2024-06-13,email,28.9
2024-06-13,referral,17.88
2024-06-14,paid_search,258.75
2024-06-14,social_media,128.14
2024-06-14,email,23.22
2024-06-14,referral,18.19
2024-06-15,paid_search,254.17
2024-06-15,social_media,225.53
2024-06-15,email,26.43
2024-06-15,referral,11.88
2024-06-16,paid_search,249.92
2024-06-16,social_media,153.79
2024-06-16,email,24.45
2024-06-16,referral,14.58
2024-06-17,paid_search,203.52
2024-06-17,social_media,191.45
2024-06-17,email,18.58
2024-06-17,referral,11.73
2024-06-18,paid_search,215.94
2024-06-18,social_media,142.71
2024-06-18,email,20.34
2024-06-18,referral,10.62
2024-06-19,paid_search,220.09
2024-06-19,social_media,204.34
2024-06-19,email,24.87
2024-06-19,referral,18.83
2024-06-20,paid_search,278.12
2024-06-20,social_media,230.81
2024-06-20,email,23.1
2024-06-20,referral,14.91
2024-06-21,paid_search,238.62
2024-06-21,social_media,189.54
2024-06-21,email,23.63
2024-06-21,referral,10.85
2024-06-22,paid_search,275.65
2024-06-22,social_media,167.56
2024-06-22,email,25.98
2024-06-22,referral,12.25
2024-06-23,paid_search,211.59
2024-06-23,social_media,153.57
2024-06-23,email,31.2
2024-06-23,referral,17.0
2024-06-24,paid_search,221.27
2024-06-24,social_media,178.77
2024-06-24,email,27.83
2024-06-24,referral,16.77
2024-06-25,paid_search,239.92
2024-06-25,social_media,226.06
2024-06-25,email,28.53
2024-06-25,referral,12.68
2024-06-26,paid_search,158.55
2024-06-26,social_media,213.82
2024-06-26,email,26.96
2024-06-26,referral,16.59
2024-06-27,paid_search,246.07
2024-06-27,social_media,195.7
2024-06-27,email,21.42
2024-06-27,referral,14.6
2024-06-28,paid_search,243.9
2024-06-28,social_media,153.46
2024-06-28,email,26.53
2024-06-28,referral,19.07
2024-06-29,paid_search,265.08
2024-06-29,social_media,127.33
2024-06-29,email,29.06
2024-06-29,referral,16.3
2024-06-30,paid_search,275.03
2024-06-30,social_media,168.95
2024-06-30,email,26.29
2024-06-30,referral,18.61
2024-07-01,paid_search,222.45
2024-07-01,social_media,146.39
2024-07-01,email,23.84
2024-07-01,referral,17.97
2024-07-02,paid_search,187.38
2024-07-02,social_media,158.64
2024-07-02,email,32.02
2024-07-02,referral,16.43
2024-07-03,paid_search,204.53
2024-07-03,social_media,159.26
2024-07-03,email,23.67
2024-07-03,referral,18.39
2024-07-04,paid_search,250.05
2024-07-04,social_media,135.6
2024-07-04,email,27.04
2024-07-04,referral,17.49
2024-07-05,paid_search,199.46
2024-07-05,social_media,141.41
2024-07-05,email,28.73
2024-07-05,referral,18.87
2024-07-06,paid_search,206.53
2024-07-06,social_media,159.27
2024-07-06,email,32.31
2024-07-06,referral,17.85
2024-07-07,paid_search,154.21
2024-07-07,social_media,133.54
2024-07-07,email,27.94
2024-07-07,referral,15.22
2024-07-08,paid_search,240.4
2024-07-08,social_media,205.17
2024-07-08,email,20.06
2024-07-08,referral,13.87
2024-07-09,paid_search,246.93
2024-07-09,social_media,147.39
2024-07-09,email,20.23
2024-07-09,referral,19.04
2024-07-10,paid_search,213.49
2024-07-10,social_media,213.95
2024-07-10,email,20.28
2024-07-10,referral,11.03
2024-07-11,paid_search,178.12
2024-07-11,social_media,207.99
2024-07-11,email,21.39
2024-07-11,referral,18.62
2024-07-12,paid_search,207.96
2024-07-12,social_media,193.7
2024-07-12,email,26.87
2024-07-12,referral,18.32
2024-07-13,paid_search,175.93
2024-07-13,social_media,157.66
2024-07-13,email,23.17
2024-07-13,referral,12.99
2024-07-14,paid_search,199.16
2024-07-14,social_media,189.25
2024-07-14,email,24.67
2024-07-14,referral,16.56
2024-07-15,paid_search,167.31
2024-07-15,social_media,132.59
2024-07-15,email,28.78
2024-07-15,referral,10.57
2024-07-16,paid_search,230.88
2024-07-16,social_media,232.66
2024-07-16,email,18.95
2024-07-16,referral,15.2
2024-07-17,paid_search,154.96
2024-07-17,social_media,191.12
2024-07-17,email,32.3
2024-07-17,referral,17.35
2024-07-18,paid_search,277.04
2024-07-18,social_media,177.11
2024-07-18,email,22.56
2024-07-18,referral,14.37
2024-07-19,paid_search,202.94
2024-07-19,social_media,222.14
2024-07-19,email,32.49
2024-07-19,referral,17.85
2024-07-20,paid_search,278.21
2024-07-20,social_media,197.83
2024-07-20,email,23.18
2024-07-20,referral,11.02
2024-07-21,paid_search,201.0
2024-07-21,social_media,161.67
2024-07-21,email,19.0
2024-07-21,referral,14.61
2024-07-22,paid_search,246.18
2024-07-22,social_media,204.32
2024-07-22,email,30.82
2024-07-22,referral,11.75
2024-07-23,paid_search,233.45
2024-07-23,social_media,219.85
2024-07-23,email,21.69
2024-07-23,referral,16.79
2024-07-24,paid_search,261.59
2024-07-24,social_media,165.79
2024-07-24,email,26.78
2024-07-24,referral,16.43
2024-07-25,paid_search,216.73
2024-07-25,social_media,170.62
2024-07-25,email,20.32
2024-07-25,referral,19.38
2024-07-26,paid_search,280.4
2024-07-26,social_media,213.76
2024-07-26,email,17.75
2024-07-26,referral,13.74
2024-07-27,paid_search,160.04
2024-07-27,social_media,213.22
2024-07-27,email,22.38
2024-07-27,referral,14.5
2024-07-28,paid_search,234.09
2024-07-28,social_media,169.22
2024-07-28,email,26.69
2024-07-28,referral,11.23
2024-07-29,paid_search,210.48
2024-07-29,social_media,226.6
2024-07-29,email,31.46
2024-07-29,referral,19.38
2024-07-30,paid_search,267.14
2024-07-30,social_media,223.76
2024-07-30,email,28.51
2024-07-30,referral,13.14
2024-07-31,paid_search,179.75
2024-07-31,social_media,141.46
2024-07-31,email,25.3
2024-07-31,referral,15.65
2024-08-01,paid_search,267.1
2024-08-01,social_media,180.5
2024-08-01,email,19.42
2024-08-01,referral,17.67
2024-08-02,paid_search,193.78
2024-08-02,social_media,198.69
2024-08-02,email,25.73
2024-08-02,referral,18.37
2024-08-03,paid_search,176.18
2024-08-03,social_media,174.2
2024-08-03,email,19.24
2024-08-03,referral,16.46
2024-08-04,paid_search,185.8
2024-08-04,social_media,148.86
2024-08-04,email,28.8
2024-08-04,referral,16.44
2024-08-05,paid_search,165.8
2024-08-05,social_media,172.97
2024-08-05,email,28.24
2024-08-05,referral,11.94
2024-08-06,paid_search,276.62
2024-08-06,social_media,223.49
2024-08-06,email,28.99
2024-08-06,referral,12.48
2024-08-07,paid_search,188.01
2024-08-07,social_media,177.44
2024-08-07,email,30.96
2024-08-07,referral,11.61
2024-08-08,paid_search,171.92
2024-08-08,social_media,183.73
2024-08-08,email,28.38
2024-08-08,referral,11.31
2024-08-09,paid_search,245.32
2024-08-09,social_media,220.17
2024-08-09,email,31.48
2024-08-09,referral,17.4
2024-08-10,paid_search,233.29
2024-08-10,social_media,195.55
2024-08-10,email,23.16
2024-08-10,referral,16.96
2024-08-11,paid_search,251.15
2024-08-11,social_media,167.22
2024-08-11,email,27.13
2024-08-11,referral,15.56
2024-08-12,paid_search,267.01
2024-08-12,social_media,213.31
2024-08-12,email,20.85
2024-08-12,referral,11.54
2024-08-13,paid_search,165.57
2024-08-13,social_media,135.63
2024-08-13,email,28.61
2024-08-13,referral,18.93
2024-08-14,paid_search,252.29
2024-08-14,social_media,138.54
2024-08-14,email,23.02
2024-08-14,referral,18.18
2024-08-15,paid_search,279.94
2024-08-15,social_media,188.31
2024-08-15,email,17.53
2024-08-15,referral,11.06
2024-08-16,paid_search,224.7
2024-08-16,social_media,217.49
2024-08-16,email,32.2
2024-08-16,referral,13.38
2024-08-17,paid_search,202.18
2024-08-17,social_media,199.36
2024-08-17,email,29.45
2024-08-17,referral,15.18
2024-08-18,paid_search,233.41
2024-08-18,social_media,149.99
2024-08-18,email,23.43
2024-08-18,referral,15.34
2024-08-19,paid_search,214.8
2024-08-19,social_media,141.63
2024-08-19,email,31.64
2024-08-19,referral,18.03
2024-08-20,paid_search,219.98
2024-08-20,social_media,175.22
2024-08-20,email,26.52
2024-08-20,referral,11.81
2024-08-21,paid_search,241.83
2024-08-21,social_media,212.54
2024-08-21,email,28.04
2024-08-21,referral,15.89
2024-08-22,paid_search,194.77
2024-08-22,social_media,232.96
2024-08-22,email,19.35
2024-08-22,referral,19.47
2024-08-23,paid_search,247.26
2024-08-23,social_media,177.65
2024-08-23,email,29.93
2024-08-23,referral,14.96
2024-08-24,paid_search,246.95
2024-08-24,social_media,166.68
2024-08-24,email,32.22
2024-08-24,referral,13.5
2024-08-25,paid_search,263.28
2024-08-25,social_media,148.75
2024-08-25,email,28.49
2024-08-25,referral,17.79
2024-08-26,paid_search,246.45
2024-08-26,social_media,131.68
2024-08-26,email,30.48
2024-08-26,referral,12.11
2024-08-27,paid_search,218.35
2024-08-27,social_media,168.32
2024-08-27,email,32.27
2024-08-27,referral,16.43
2024-08-28,paid_search,266.0
2024-08-28,social_media,233.03
2024-08-28,email,25.72
2024-08-28,referral,13.54
