order_item_id,order_id,product_id,quantity,unit_price,discount
86,51,62,2,54.89,0.0
87,52,113,2,67.71,0.05
88,53,109,1,83.31,0.15
89,54,44,1,49.28,0.05
90,55,153,2,35.92,0.0
91,55,112,1,62.01,0.1
92,55,50,2,13.21,0.0
93,56,157,1,355.87,0.0
94,57,138,2,49.59,0.0
95,57,40,3,78.84,0.1
96,57,69,4,88.7,0.05
97,57,53,1,35.02,0.0
98,58,30,1,50.57,0.15
99,59,137,3,32.72,0.05
100,59,51,2,86.93,0.05
101,60,63,2,24.38,0.0
102,61,25,1,39.08,0.05
103,61,15,1,14.04,0.0
104,62,95,2,44.54,0.0
105,62,10,2,108.11,0.0
106,63,153,1,34.84,0.15
107,64,92,4,152.74,0.15
108,64,158,4,100.46,0.0
109,65,9,3,41.62,0.15
110,66,35,3,134.92,0.0
111,67,69,2,90.84,0.1
112,68,122,3,28.03,0.15
113,69,129,1,71.27,0.0
114,69,68,1,159.4,0.1
115,70,125,1,113.0,0.05
116,71,21,1,243.98,0.0
117,72,32,5,347.4,0.05
118,72,24,1,18.14,0.05
119,73,68,1,156.38,0.0
120,74,19,3,29.36,0.0
121,75,32,2,350.56,0.0
122,76,73,2,61.92,0.0
123,77,80,1,11.06,0.0
124,77,85,4,31.79,0.15
125,77,41,1,128.08,0.0
126,77,16,1,39.03,0.15
127,78,72,2,264.37,0.15
128,78,110,1,60.04,0.15
129,78,3,1,118.68,0.15
130,78,63,1,24.27,0.05
131,79,31,3,37.98,0.0
132,79,23,1,68.85,0.0
133,80,12,1,41.8,0.15
134,80,160,2,115.57,0.1
135,81,83,1,242.89,0.1
136,82,123,1,232.69,0.15
137,83,23,1,68.96,0.15
138,84,121,1,133.76,0.0
139,85,66,1,225.47,0.0
140,85,106,1,93.83,0.0
141,86,109,1,80.97,0.0
142,86,111,1,11.35,0.15
143,86,105,2,56.04,0.0
144,86,147,1,21.9,0.0
145,87,146,1,134.49,0.15
146,87,156,1,34.53,0.0
147,88,37,1,78.41,0.0
148,88,68,1,163.25,0.0
149,88,9,1,42.93,0.15
150,89,14,1,11.9,0.15
151,90,12,2,42.94,0.0
152,91,51,1,86.57,0.0
153,91,56,2,148.36,0.1
154,92,44,5,49.98,0.0
155,92,98,1,84.11,0.0
156,93,65,1,135.56,0.15
157,93,101,2,18.16,0.15
158,93,59,2,88.93,0.0
159,94,87,1,151.48,0.15
160,94,26,2,71.97,0.05
161,94,130,1,41.99,0.0
162,95,85,5,32.09,0.05
163,95,92,1,156.72,0.1
164,95,143,1,14.92,0.0
165,96,96,1,17.29,0.1
166,97,148,1,20.32,0.1
167,97,144,1,76.74,0.1
168,97,23,2,69.44,0.15
169,98,134,1,101.62,0.15
170,98,78,1,50.72,0.15
171,99,17,1,26.48,0.0
172,99,125,1,112.63,0.15
173,100,78,3,48.5,0.05
174,101,3,3,115.02,0.05
175,102,66,1,219.92,0.0
176,102,150,2,84.95,0.0
177,103,52,3,45.73,0.0
178,104,22,1,54.41,0.05
179,104,84,2,41.67,0.0
180,104,68,1,157.06,0.0
181,105,142,1,215.35,0.0
182,106,24,1,18.46,0.0
183,106,99,1,66.1,0.05
184,107,119,2,180.12,0.15
185,107,149,3,101.95,0.05
186,108,120,2,125.41,0.0
187,109,160,1,119.37,0.0
188,109,110,2,61.27,0.1
189,109,131,1,15.88,0.0
190,110,138,2,48.75,0.0
191,110,97,4,86.82,0.0
192,111,158,3,101.82,0.05
193,112,145,1,82.32,0.0
194,113,132,1,68.68,0.05
195,114,49,4,88.81,0.0
196,115,139,1,134.25,0.0
197,116,86,1,41.32,0.0
198,116,71,2,90.97,0.05
199,116,91,1,70.14,0.0
200,116,103,1,46.79,0.05
201,117,127,1,26.85,0.0
202,118,22,2,52.21,0.05
203,118,159,3,22.7,0.1
204,119,88,1,89.38,0.05
205,120,99,1,66.84,0.15
206,120,137,3,32.4,0.0
207,121,65,4,134.9,0.05
208,122,108,1,76.86,0.0
209,123,84,1,40.34,0.1
210,124,72,4,256.79,0.0
211,124,8,1,132.36,0.05
212,125,88,1,87.32,0.05
213,126,48,1,166.21,0.0
214,127,75,2,6.02,0.0
215,127,58,2,49.17,0.1
216,128,74,3,261.85,0.15
217,128,155,1,84.82,0.0
218,129,135,1,28.47,0.0
219,130,159,1,22.25,0.1
220,131,153,1,34.79,0.1
221,132,51,2,87.49,0.0
222,132,96,1,17.47,0.0
223,133,55,2,165.9,0.0
224,133,71,1,88.89,0.0
225,134,112,1,64.75,0.05
226,134,69,2,89.05,0.0
227,134,153,4,35.69,0.0
228,134,59,2,85.88,0.0
229,135,27,4,23.28,0.0
230,135,61,1,42.81,0.05
231,136,132,2,68.3,0.15
232,137,59,2,87.8,0.1
233,137,120,5,128.09,0.1
234,137,126,1,457.88,0.0
235,138,51,4,88.26,0.1
236,138,52,1,45.95,0.0
237,138,18,4,87.28,0.05
238,139,50,4,13.6,0.0
239,140,6,1,53.9,0.0
240,140,142,1,209.62,0.15
241,140,44,1,49.48,0.0
242,141,49,1,87.08,0.1
243,142,135,1,27.98,0.0
244,143,150,4,85.59,0.05
245,144,45,2,17.49,0.0
246,145,98,2,80.81,0.15
247,146,60,1,156.77,0.15
248,146,139,1,131.76,0.05
249,146,67,2,61.12,0.0
250,147,72,1,264.78,0.05
251,148,134,1,101.61,0.0
252,149,65,4,134.07,0.0
253,149,125,2,108.26,0.15
254,150,160,1,118.4,0.0
255,151,48,4,170.43,0.15
256,151,142,1,210.94,0.15
257,151,114,4,585.43,0.1
258,151,131,4,16.49,0.0
259,152,86,2,40.96,0.1
260,153,57,1,31.03,0.0
261,153,150,1,82.83,0.1
262,154,49,4,87.35,0.0
263,155,134,1,99.38,0.1
264,155,108,1,77.66,0.0
265,156,100,1,53.22,0.0
266,157,26,1,71.89,0.0
267,157,66,1,221.62,0.1
268,158,102,2,44.36,0.0
269,159,104,1,31.57,0.0
270,159,61,2,42.98,0.15
271,160,30,1,49.57,0.0
272,160,52,5,45.58,0.15
273,161,30,4,50.74,0.1
274,162,114,1,584.63,0.1
275,163,80,1,10.96,0.0
276,164,59,1,88.64,0.1
277,164,21,2,238.53,0.05
278,164,126,3,461.37,0.05
279,164,143,1,14.93,0.0
280,165,39,1,19.7,0.15
281,165,50,4,13.41,0.1
282,165,87,2,145.12,0.05
283,165,48,2,168.21,0.0
284,166,151,2,80.04,0.15
285,167,57,2,30.62,0.0
286,168,32,1,351.52,0.1
287,169,56,4,150.58,0.1
288,170,72,2,257.7,0.0
289,170,13,3,79.3,0.05
290,171,151,1,79.98,0.0
291,171,47,2,42.18,0.1
292,172,125,1,110.04,0.15
293,172,136,2,263.65,0.15
294,172,92,2,152.85,0.0
295,172,11,1,41.75,0.1
296,173,75,1,6.24,0.0
297,173,119,1,182.28,0.1
298,173,137,4,31.88,0.0
299,173,129,2,71.37,0.1
300,174,72,1,253.37,0.1
301,175,118,1,22.21,0.0
302,175,61,1,42.05,0.1
303,175,79,1,71.49,0.0
304,176,103,2,47.1,0.05
305,176,17,2,26.7,0.0
306,176,14,2,11.88,0.0
307,176,136,4,261.27,0.05
308,177,60,2,160.14,0.0
309,177,64,3,21.75,0.0
310,177,140,1,21.16,0.05
311,177,121,1,133.1,0.1
312,178,44,2,50.57,0.0
313,178,64,4,22.46,0.0
314,179,126,2,463.25,0.0
315,180,153,2,35.85,0.05
316,180,47,1,43.59,0.05
317,181,69,1,91.32,0.15
318,181,88,2,89.04,0.0
319,181,11,2,42.67,0.0
320,182,43,2,59.85,0.0
321,183,39,1,19.81,0.0
322,183,99,2,66.27,0.1
323,183,76,1,133.63,0.0
324,183,52,3,47.01,0.0
325,184,121,1,129.27,0.0
326,185,150,1,85.0,0.1
327,185,144,1,76.37,0.0
328,186,116,2,87.32,0.0
329,186,98,2,84.32,0.1
330,186,130,2,40.92,0.0
331,186,25,3,38.9,0.1
332,187,49,1,87.77,0.0
333,188,97,2,86.73,0.1
334,189,62,2,55.13,0.1
335,190,27,2,23.53,0.0
336,191,2,1,56.7,0.05
337,191,47,1,42.27,0.0
338,192,82,2,89.23,0.15
339,192,56,3,151.24,0.0
340,193,54,4,112.98,0.05
341,194,30,1,51.08,0.1
342,194,149,1,103.59,0.0
343,195,34,1,24.57,0.1
344,195,108,4,76.17,0.0
345,196,14,1,11.51,0.1
346,196,24,4,17.99,0.0
347,197,81,1,54.62,0.0
348,198,73,2,64.51,0.0
349,198,115,1,53.85,0.0
350,199,127,1,27.1,0.05
351,200,55,2,163.07,0.0
352,200,106,2,91.73,0.1
353,201,57,1,31.02,0.1
354,201,121,2,129.96,0.0
355,202,126,1,476.67,0.0
356,203,119,1,181.3,0.0
357,203,101,1,17.94,0.0
358,204,113,1,66.98,0.15
359,205,120,1,127.13,0.0
360,206,34,1,25.36,0.0
361,207,67,1,61.77,0.05
362,208,29,1,37.44,0.15
363,208,6,2,52.37,0.15
364,209,127,1,27.15,0.0
365,210,96,1,17.08,0.0
366,211,5,1,53.0,0.15
367,212,145,2,82.36,0.05
368,213,138,1,49.37,0.0
369,214,61,1,41.99,0.0
370,214,41,1,127.8,0.05
371,215,48,1,168.44,0.1
372,216,73,4,61.65,0.15
373,217,101,1,18.66,0.0
374,217,141,1,79.8,0.0
375,217,9,1,43.32,0.15
376,218,132,2,69.06,0.05
377,219,95,1,46.05,0.0
378,220,58,4,48.71,0.0
379,221,58,3,49.78,0.0
380,222,157,1,348.95,0.15
381,222,13,1,81.89,0.05
382,223,64,1,21.76,0.15
383,224,114,2,600.53,0.0
384,224,105,1,55.93,0.0
385,225,76,2,135.57,0.0
386,226,33,4,64.51,0.0
387,226,13,2,79.79,0.05
388,226,124,1,18.4,0.0
389,227,47,1,43.06,0.0
390,228,48,1,167.11,0.15
391,228,38,2,11.04,0.1
392,229,160,1,120.02,0.0
393,229,60,4,156.56,0.0
394,229,30,1,49.7,0.05
395,230,41,3,126.56,0.0
396,231,160,2,120.1,0.1
397,231,113,3,68.37,0.1
398,231,156,3,34.62,0.0
399,232,149,2,103.48,0.05
400,233,48,1,171.42,0.05
401,234,12,2,42.24,0.0
402,234,75,1,6.29,0.0
403,235,59,4,88.99,0.0
404,236,108,5,77.6,0.05
405,237,1,2,99.73,0.0
406,237,126,1,472.47,0.0
407,237,132,1,68.4,0.0
408,238,76,2,134.46,0.1
409,239,39,3,19.23,0.1
410,240,84,1,39.87,0.15
411,240,29,2,37.48,0.15
412,241,35,1,133.69,0.15
413,242,21,1,237.81,0.0
414,243,123,2,230.44,0.0
415,243,1,2,99.11,0.1
416,243,125,2,110.33,0.05
417,244,7,2,271.01,0.0
418,244,97,3,85.74,0.1
419,245,100,3,52.6,0.0
420,246,55,1,162.76,0.0
421,246,29,1,38.09,0.15
422,247,70,3,35.67,0.1
423,247,108,1,76.36,0.0
424,247,116,1,83.75,0.0
425,248,41,1,124.13,0.0
426,249,159,1,22.68,0.0
427,250,36,1,21.75,0.05
428,251,97,1,85.52,0.05
429,251,41,2,125.95,0.15
430,252,106,3,92.5,0.0
431,252,134,1,102.04,0.15
432,253,53,3,34.94,0.0
433,254,66,2,217.18,0.0
434,254,67,1,59.55,0.0
435,254,41,1,129.43,0.1
436,255,81,1,54.68,0.05
437,256,77,1,69.47,0.15
438,257,23,2,68.5,0.0
439,258,33,1,65.08,0.15
440,258,97,5,86.34,0.0
441,259,54,1,115.02,0.15
442,259,48,1,164.69,0.0
443,260,75,2,6.2,0.0
444,261,90,1,102.58,0.1
445,262,71,2,92.22,0.15
446,263,51,1,85.28,0.0
447,264,160,1,118.37,0.05
448,265,109,1,83.36,0.0
449,266,156,1,33.67,0.0
450,267,43,1,58.05,0.0
451,268,160,1,116.84,0.0
452,269,85,1,31.32,0.1
453,270,13,3,81.54,0.0
454,271,57,1,31.19,0.0
455,271,156,1,33.83,0.0
456,271,99,4,64.02,0.0
457,272,106,3,94.98,0.0
458,273,143,4,15.55,0.0
459,273,62,1,54.22,0.05
460,273,98,1,84.12,0.0
461,274,104,2,32.03,0.0
462,275,61,1,43.31,0.0
463,276,133,2,24.73,0.0
464,277,132,2,70.28,0.05
465,278,155,1,86.58,0.0
466,278,146,1,128.59,0.0
467,279,56,1,149.08,0.0
468,279,27,3,22.64,0.0
469,279,134,3,99.02,0.1
470,280,58,2,49.36,0.05
471,280,57,1,30.31,0.05
472,281,113,1,67.2,0.0
473,281,7,2,269.11,0.15
474,281,13,1,82.14,0.0
475,282,60,4,160.28,0.15
476,282,140,2,22.0,0.1
477,282,133,1,24.57,0.0
478,283,153,1,34.49,0.0
479,284,71,2,89.0,0.05
480,284,144,1,77.18,0.15
481,285,84,1,40.43,0.15
482,285,39,3,19.8,0.05
483,285,154,1,79.07,0.1
484,286,150,2,86.31,0.0
485,287,112,1,64.68,0.0
486,287,17,1,25.48,0.0
487,287,100,3,53.52,0.0
488,288,93,5,34.74,0.0
489,288,124,1,18.8,0.05
490,288,87,2,147.1,0.05
491,289,29,1,38.77,0.15
492,289,126,1,456.91,0.05
493,289,32,2,346.96,0.0
494,290,61,1,41.66,0.15
495,291,64,2,21.64,0.0
496,292,112,3,64.14,0.15
497,293,23,1,68.18,0.05
498,294,6,2,52.59,0.0
499,294,125,1,109.98,0.0
500,294,39,3,20.13,0.1
501,294,143,2,15.6,0.05
502,295,29,3,38.7,0.0
503,295,50,1,13.06,0.0
504,296,74,3,270.11,0.0
505,297,100,4,52.54,0.0
506,298,152,1,90.23,0.1
507,299,22,2,52.56,0.15
508,300,148,1,19.59,0.1
509,301,78,3,50.15,0.0
510,301,33,1,62.79,0.15
511,301,52,1,45.49,0.0
512,301,54,1,113.48,0.1
513,302,155,2,85.48,0.0
514,302,9,3,42.53,0.1
515,302,66,4,214.92,0.0
516,303,96,1,17.14,0.0
517,303,107,1,354.08,0.0
518,304,11,2,42.14,0.15
519,304,15,3,13.74,0.0
520,304,46,3,34.67,0.0
521,305,141,1,80.52,0.15
522,306,13,1,78.8,0.0
523,306,68,1,162.47,0.0
524,307,70,3,36.48,0.0
525,308,153,1,34.38,0.05
526,308,24,2,17.68,0.0
527,308,22,2,54.33,0.05
528,309,97,2,85.8,0.15
529,309,59,1,86.62,0.15
530,310,10,1,105.64,0.0
531,311,43,1,59.51,0.1
532,311,64,5,22.17,0.0
533,311,115,1,55.3,0.15
534,312,91,2,69.27,0.0
535,312,75,2,6.31,0.05
536,313,126,1,456.87,0.05
537,314,43,3,57.61,0.15
538,315,63,1,24.4,0.0
539,315,51,1,88.4,0.0
540,316,74,1,267.78,0.0
541,317,83,5,246.54,0.0
542,318,101,1,18.01,0.0
543,318,8,1,127.68,0.05
544,319,63,1,23.83,0.0
545,320,14,1,11.63,0.1
546,320,150,1,83.14,0.0
547,321,80,1,10.87,0.15
548,322,97,2,86.46,0.15
549,323,137,1,31.64,0.0
550,323,40,2,76.95,0.0
551,323,114,2,590.74,0.0
552,324,99,2,65.89,0.15
553,324,21,3,246.82,0.0
554,325,25,1,39.87,0.05
555,326,12,3,42.11,0.0
556,326,113,1,68.01,0.0
557,327,28,1,90.15,0.0
558,327,78,3,49.24,0.1
559,328,115,1,55.67,0.0
560,328,94,2,47.34,0.0
561,329,124,1,18.16,0.15
562,330,116,1,86.27,0.0
563,330,150,1,83.75,0.05
564,330,65,2,132.65,0.15
565,331,90,1,105.54,0.15
566,331,12,2,41.96,0.15
567,331,71,1,88.59,0.0
568,332,120,1,125.21,0.05
569,332,6,2,53.75,0.1
570,332,71,2,88.79,0.0
571,333,104,1,31.89,0.0
572,334,48,-3,171.25,0.05
573,335,72,4,254.11,0.1
574,336,148,1,19.8,0.15
575,337,155,2,84.69,0.0
576,337,136,2,259.1,0.0
577,337,109,4,82.45,0.1
578,338,38,1,11.04,0.0
579,338,134,1,97.29,0.15
580,338,111,1,11.73,0.05
581,338,145,3,81.75,0.05
582,339,55,2,168.15,0.0
583,340,25,2,40.66,0.15
584,340,5,1,51.56,0.0
585,340,91,1,71.03,0.0
586,341,158,1,98.35,0.1
587,342,127,1,26.72,0.0
588,343,125,4,108.61,0.0
589,343,27,4,22.68,0.15
590,344,69,3,91.1,0.0
591,345,137,3,31.86,0.0
592,345,83,3,249.09,0.0
593,346,63,1,23.8,0.1
594,346,40,2,79.54,0.1
595,346,23,2,68.34,0.15
596,346,98,1,80.35,0.05
597,347,51,1,88.43,0.0
598,348,25,3,40.8,0.05
599,348,143,2,15.47,0.0
600,348,49,1,88.73,0.1
601,349,86,2,42.24,0.0
602,350,39,1,19.84,0.15
603,351,33,2,63.93,0.0
604,351,61,2,41.27,0.05
605,351,103,1,46.75,0.05
606,352,141,2,81.3,0.15
607,353,10,1,106.73,0.0
608,354,56,1,151.05,0.1
609,355,70,1,36.58,0.0
610,356,30,1,48.74,0.0
611,357,139,3,132.52,0.15
612,358,2,1,58.88,0.05
613,359,103,1,48.82,0.15
614,360,70,1,36.23,0.1
615,361,157,1,345.01,0.0
616,362,39,1,19.59,0.0
617,363,82,1,90.94,0.1
618,364,135,1,28.19,0.05
619,364,96,5,17.59,0.0
620,364,116,4,86.8,0.0
621,365,11,2,42.09,0.0
622,366,22,1,54.27,0.15
623,366,159,1,22.54,0.1
624,366,116,1,84.94,0.0
625,367,153,1,35.29,0.05
626,367,143,4,15.52,0.05
627,368,106,4,93.95,0.1
628,369,43,2,57.16,0.0
629,370,112,1,62.78,0.15
630,370,116,3,83.71,0.1
631,371,36,1,22.21,0.0
632,372,121,1,131.59,0.0
633,372,101,1,18.21,0.0
634,372,108,1,75.31,0.0
635,372,62,2,56.39,0.05
636,373,114,2,593.58,0.1
637,374,49,1,89.31,0.1
638,374,107,1,359.67,0.0
639,375,123,2,229.55,0.1
640,375,30,1,50.96,0.0
641,376,10,4,105.47,0.15
642,377,97,2,86.94,0.0
643,377,109,1,82.89,0.0
644,377,129,2,69.84,0.1
645,378,14,2,11.39,0.05
646,379,67,1,60.48,0.0
647,379,119,1,177.67,0.1
648,380,15,3,13.63,0.0
649,380,57,2,30.98,0.15
650,381,157,1,343.38,0.0
651,381,133,2,24.56,0.0
652,382,82,1,89.57,0.0
653,382,153,2,35.89,0.1
654,383,53,2,35.46,0.0
655,383,41,1,126.57,0.0
656,384,107,5,355.56,0.05
657,385,22,1,52.69,0.0
658,386,77,1,69.0,0.0
659,386,154,1,81.51,0.05
660,386,121,1,129.86,0.15
661,387,54,1,112.59,0.15
662,387,26,2,73.22,0.0
663,387,88,2,87.36,0.0
664,387,124,1,18.64,0.0
665,388,89,1,40.69,0.0
666,389,56,3,150.06,0.0
667,389,117,3,62.14,0.0
668,389,102,1,43.48,0.15
669,389,131,1,15.7,0.1
670,390,7,2,270.42,0.1
671,391,83,3,244.93,0.1
672,391,69,3,91.78,0.0
673,392,100,2,52.97,0.15
674,393,142,1,215.99,0.0
675,393,122,2,28.32,0.0
676,394,75,1,6.28,0.0
677,394,37,1,79.35,0.05
678,394,39,1,19.23,0.1
679,395,100,3,53.1,0.0
680,395,143,1,15.15,0.15
681,395,95,2,44.89,0.0
682,396,150,1,83.71,0.0
683,397,54,1,110.22,0.0
684,398,36,2,22.1,0.0
685,399,68,1,159.37,0.1
686,399,141,1,78.05,0.0
687,399,4,1,250.46,0.05
688,400,58,1,49.05,0.05
689,401,41,1,123.7,0.0
690,401,151,1,81.86,0.05
691,401,108,1,74.37,0.0
692,402,119,1,183.25,0.1
693,402,73,1,64.36,0.15
694,402,147,1,21.65,0.1
695,403,88,5,85.6,0.1
696,404,89,2,40.04,0.05
697,405,97,1,86.31,0.0
698,406,125,2,108.42,0.0
699,406,36,1,21.92,0.0
700,406,80,2,10.61,0.05
701,407,56,4,148.51,0.1
702,408,75,1,6.02,0.0
703,408,61,1,41.84,0.0
704,409,89,-2,40.16,0.15
705,410,127,1,26.2,0.05
706,411,38,1,11.4,0.0
707,411,63,1,24.14,0.15
708,411,102,1,43.79,0.15
709,412,132,2,70.09,0.1
710,413,60,1,152.62,0.0
711,413,125,1,109.65,0.1
712,414,153,1,35.07,0.15
713,415,87,1,148.21,0.0
714,416,99,2,63.73,0.1
715,417,147,2,21.24,0.0
716,418,48,2,170.92,0.05
717,419,99,2,64.68,0.15
718,419,64,1,22.08,0.15
719,420,60,3,157.2,0.15
720,421,129,1,69.54,0.0
721,422,95,2,46.64,0.0
722,422,91,3,70.13,0.0
723,422,78,1,50.05,0.15
724,423,92,1,155.94,0.15
725,424,90,1,102.11,0.05
726,424,99,1,64.01,0.1
727,425,140,1,21.24,0.0
728,425,18,2,84.44,0.0
729,426,67,1,61.41,0.1
730,427,96,2,17.07,0.05
731,428,110,3,60.24,0.05
732,429,64,2,22.44,0.0
733,429,56,4,152.38,0.0
734,430,76,1,138.64,0.0
735,431,109,4,79.99,0.0
736,432,32,2,346.71,0.0
737,432,19,1,29.24,0.15
738,433,141,1,79.61,0.0
739,434,69,1,90.58,0.1
740,434,80,1,10.81,0.0
741,435,136,3,268.88,0.1
742,435,152,1,87.64,0.0
743,436,14,1,11.77,0.0
744,436,154,1,80.27,0.0
745,436,118,3,22.25,0.1
746,437,83,4,245.24,0.1
747,438,136,4,259.9,0.0
748,439,80,2,11.11,0.15
749,440,73,1,64.27,0.05
750,440,125,1,110.9,0.0
751,440,51,1,86.74,0.05
752,440,105,3,56.25,0.05
753,441,92,1,153.53,0.0
754,442,86,3,42.18,0.05
755,442,127,1,26.21,0.0
756,443,101,1,18.32,0.15
757,443,124,2,18.18,0.0
758,443,68,1,156.94,0.0
759,444,65,3,134.35,0.0
760,445,11,1,42.28,0.05
761,446,14,2,11.47,0.0
762,446,55,1,168.6,0.05
763,447,101,2,18.16,0.0
764,447,8,3,128.21,0.15
765,448,89,1,39.85,0.15
766,449,30,1,50.25,0.0
767,450,106,1,92.25,0.1
768,451,144,3,75.65,0.0
769,451,157,1,348.9,0.0
770,451,158,1,101.12,0.0
771,452,156,1,33.48,0.0
772,453,125,1,107.55,0.05
773,453,147,3,21.26,0.0
774,453,53,1,35.44,0.0
775,454,100,2,53.7,0.0
776,454,26,1,71.3,0.05
777,455,132,3,69.13,0.0
778,456,16,1,39.92,0.0
779,457,112,1,64.13,0.1
780,458,51,1,87.76,0.0
781,459,157,1,347.77,0.0
782,459,6,1,52.38,0.0
783,459,147,1,21.91,0.0
784,459,43,1,57.45,0.0
785,460,121,5,135.48,0.15
786,460,74,2,260.43,0.0
787,461,3,1,117.84,0.0
788,462,34,1,25.47,0.15
789,463,29,2,37.91,0.0
790,464,55,1,165.22,0.05
791,465,52,4,45.4,0.0
792,465,48,1,168.94,0.0
793,465,4,1,255.71,0.1
794,466,116,1,85.82,0.15
795,466,126,4,476.29,0.05
796,467,157,1,350.24,0.0
797,468,5,2,52.38,0.1
798,469,14,2,11.45,0.0
799,469,154,4,82.01,0.1
800,470,56,2,152.77,0.1
801,471,81,3,52.97,0.15
802,471,104,1,31.02,0.0
803,471,90,2,103.23,0.05
804,472,160,2,114.58,0.0
805,472,37,1,76.91,0.0
806,473,12,2,42.77,0.05
807,473,134,1,97.75,0.0
808,474,82,1,88.83,0.1
809,475,114,2,587.84,0.05
810,475,68,1,164.5,0.05
811,476,13,1,80.56,0.0
812,476,108,1,75.15,0.05
813,477,12,1,42.02,0.0
814,478,1,5,102.28,0.0
815,478,98,1,83.6,0.1
816,479,43,2,58.22,0.15
817,479,65,1,135.15,0.05
818,479,108,1,74.48,0.15
819,480,37,2,77.7,0.05
820,480,112,1,62.57,0.0
821,481,63,3,23.86,0.05
822,482,72,3,257.02,0.0
823,483,160,1,119.47,0.0
824,484,122,1,29.19,0.0
825,485,19,1,29.4,0.1
826,486,159,1,22.62,0.15
827,486,154,2,81.91,0.15
828,487,32,3,340.34,0.1
829,487,35,1,137.56,0.0
830,487,2,2,58.11,0.0
831,488,89,1,39.72,0.1
832,488,71,1,89.21,0.1
833,489,74,1,268.53,0.0
834,490,49,3,89.49,0.0
835,490,81,2,53.81,0.05
836,491,43,4,59.41,0.1
837,492,62,1,55.56,0.0
838,492,127,3,27.17,0.1
839,493,98,1,80.29,0.0
840,494,58,3,49.31,0.0
841,494,154,1,81.4,0.1
842,495,40,1,77.86,0.0
843,495,130,2,41.45,0.15
844,496,115,5,55.9,0.0
845,497,12,1,41.73,0.1
846,497,79,3,70.16,0.05
847,497,124,3,17.96,0.0
848,498,145,4,80.67,0.0
849,499,44,1,50.3,0.05
850,499,130,1,41.88,0.0
851,499,134,1,98.13,0.1
852,499,81,1,52.16,0.05
853,500,144,1,75.17,0.15
854,501,128,2,39.92,0.0
855,501,149,3,103.45,0.0
856,501,139,5,134.57,0.05
857,501,85,1,31.4,0.0
858,502,39,1,20.08,0.0
859,502,138,2,48.73,0.0
860,503,151,1,81.16,0.0
861,504,5,2,52.36,0.0
862,505,86,1,41.74,0.05
863,505,71,1,90.31,0.15
864,505,103,2,47.9,0.1
865,506,76,4,138.6,0.0
866,507,42,1,77.69,0.0
867,508,98,2,80.77,0.15
868,509,93,1,35.08,0.15
869,510,19,1,28.13,0.0
870,510,152,1,90.27,0.15
871,511,141,2,81.12,0.0
