order_item_id,order_id,product_id,quantity,unit_price,discount,line_revenue
60,34,126,1,468.43,0.0,468.43
61,34,85,2,31.87,0.0,63.74
62,34,155,4,86.2,0.0,344.8
63,35,96,1,17.74,0.05,16.85
64,36,30,1,50.94,0.0,50.94
65,37,2,1,58.35,0.1,52.52
66,37,84,5,41.45,0.05,196.89
67,38,100,3,52.48,0.0,157.44
68,38,92,1,154.79,0.0,154.79
69,38,48,1,168.18,0.15,142.95
70,39,69,2,91.2,0.0,182.4
71,40,102,3,44.92,0.1,121.28
72,41,122,2,29.23,0.0,58.46
73,42,142,1,215.74,0.1,194.17
74,43,18,1,87.85,0.05,83.46
75,44,23,2,68.16,0.05,129.5
76,45,114,3,608.45,0.15,1551.55
77,46,44,1,48.53,0.0,48.53
78,46,62,2,56.3,0.0,112.6
79,47,67,1,60.83,0.1,54.75
80,48,141,5,78.37,0.0,391.85
81,48,146,2,129.81,0.15,220.68
82,49,28,2,92.72,0.0,185.44
83,49,40,2,79.25,0.15,134.72
84,49,21,1,246.62,0.0,246.62
85,50,144,1,77.26,0.0,77.26
86,51,62,2,54.89,0.0,109.78
87,52,113,2,67.71,0.05,128.65
88,53,109,1,83.31,0.15,70.81
89,54,44,1,49.28,0.05,46.82
90,55,153,2,35.92,0.0,71.84
91,55,112,1,62.01,0.1,55.81
92,55,50,2,13.21,0.0,26.42
93,56,157,1,355.87,0.0,355.87
94,57,138,2,49.59,0.0,99.18
95,57,40,3,78.84,0.1,212.87
96,57,69,4,88.7,0.05,337.06
97,57,53,1,35.02,0.0,35.02
98,58,30,1,50.57,0.15,42.98
99,59,137,3,32.72,0.05,93.25
100,59,51,2,86.93,0.05,165.17
101,60,63,2,24.38,0.0,48.76
102,61,25,1,39.08,0.05,37.13
103,61,15,1,14.04,0.0,14.04
104,62,95,2,44.54,0.0,89.08
105,62,10,2,108.11,0.0,216.22
106,63,153,1,34.84,0.15,29.61
107,64,92,4,152.74,0.15,519.32
108,64,158,4,100.46,0.0,401.84
109,65,9,3,41.62,0.15,106.13
110,66,35,3,134.92,0.0,404.76
111,67,69,2,90.84,0.1,163.51
112,68,122,3,28.03,0.15,71.48
113,69,129,1,71.27,0.0,71.27
114,69,68,1,159.4,0.1,143.46
115,70,125,1,113.0,0.05,107.35
116,71,21,1,243.98,0.0,243.98
117,72,32,5,347.4,0.05,1650.15
118,72,24,1,18.14,0.05,17.23
119,73,68,1,156.38,0.0,156.38
120,74,19,3,29.36,0.0,88.08
121,75,32,2,350.56,0.0,701.12
122,76,73,2,61.92,0.0,123.84
123,77,80,1,11.06,0.0,11.06
124,77,85,4,31.79,0.15,108.09
125,77,41,1,128.08,0.0,128.08
126,77,16,1,39.03,0.15,33.18
127,78,72,2,264.37,0.15,449.43
128,78,110,1,60.04,0.15,51.03
129,78,3,1,118.68,0.15,100.88
130,78,63,1,24.27,0.05,23.06
131,79,31,3,37.98,0.0,113.94
132,79,23,1,68.85,0.0,68.85
133,80,12,1,41.8,0.15,35.53
134,80,160,2,115.57,0.1,208.03
135,81,83,1,242.89,0.1,218.6
136,82,123,1,232.69,0.15,197.79
137,83,23,1,68.96,0.15,58.62
138,84,121,1,133.76,0.0,133.76
139,85,66,1,225.47,0.0,225.47
140,85,106,1,93.83,0.0,93.83
141,86,109,1,80.97,0.0,80.97
142,86,111,1,11.35,0.15,9.65
143,86,105,2,56.04,0.0,112.08
144,86,147,1,21.9,0.0,21.9
145,87,146,1,134.49,0.15,114.32
146,87,156,1,34.53,0.0,34.53
147,88,37,1,78.41,0.0,78.41
148,88,68,1,163.25,0.0,163.25
149,88,9,1,42.93,0.15,36.49
150,89,14,1,11.9,0.15,10.12
151,90,12,2,42.94,0.0,85.88
152,91,51,1,86.57,0.0,86.57
153,91,56,2,148.36,0.1,267.05
154,92,44,5,49.98,0.0,249.9
155,92,98,1,84.11,0.0,84.11
156,93,65,1,135.56,0.15,115.23
157,93,101,2,18.16,0.15,30.87
158,93,59,2,88.93,0.0,177.86
159,94,87,1,151.48,0.15,128.76
160,94,26,2,71.97,0.05,136.74
161,94,130,1,41.99,0.0,41.99
162,95,85,5,32.09,0.05,152.43
163,95,92,1,156.72,0.1,141.05
164,95,143,1,14.92,0.0,14.92
165,96,96,1,17.29,0.1,15.56
166,97,148,1,20.32,0.1,18.29
167,97,144,1,76.74,0.1,69.07
168,97,23,2,69.44,0.15,118.05
169,98,134,1,101.62,0.15,86.38
170,98,78,1,50.72,0.15,43.11
171,99,17,1,26.48,0.0,26.48
172,99,125,1,112.63,0.15,95.74
173,100,78,3,48.5,0.05,138.22
174,101,3,3,115.02,0.05,327.81
175,102,66,1,219.92,0.0,219.92
176,102,150,2,84.95,0.0,169.9
177,103,52,3,45.73,0.0,137.19
178,104,22,1,54.41,0.05,51.69
179,104,84,2,41.67,0.0,83.34
180,104,68,1,157.06,0.0,157.06
181,105,142,1,215.35,0.0,215.35
182,106,24,1,18.46,0.0,18.46
183,106,99,1,66.1,0.05,62.79
184,107,119,2,180.12,0.15,306.2
185,107,149,3,101.95,0.05,290.56
186,108,120,2,125.41,0.0,250.82
187,109,160,1,119.37,0.0,119.37
188,109,110,2,61.27,0.1,110.29
189,109,131,1,15.88,0.0,15.88
190,110,138,2,48.75,0.0,97.5
191,110,97,4,86.82,0.0,347.28
192,111,158,3,101.82,0.05,290.19
193,112,145,1,82.32,0.0,82.32
194,113,132,1,68.68,0.05,65.25
195,114,49,4,88.81,0.0,355.24
196,115,139,1,134.25,0.0,134.25
197,116,86,1,41.32,0.0,41.32
198,116,71,2,90.97,0.05,172.84
199,116,91,1,70.14,0.0,70.14
200,116,103,1,46.79,0.05,44.45
201,117,127,1,26.85,0.0,26.85
202,118,22,2,52.21,0.05,99.2
203,118,159,3,22.7,0.1,61.29
204,119,88,1,89.38,0.05,84.91
205,120,99,1,66.84,0.15,56.81
206,120,137,3,32.4,0.0,97.2
207,121,65,4,134.9,0.05,512.62
208,122,108,1,76.86,0.0,76.86
209,123,84,1,40.34,0.1,36.31
210,124,72,4,256.79,0.0,1027.16
211,124,8,1,132.36,0.05,125.74
212,125,88,1,87.32,0.05,82.95
213,126,48,1,166.21,0.0,166.21
214,127,75,2,6.02,0.0,12.04
215,127,58,2,49.17,0.1,88.51
216,128,74,3,261.85,0.15,667.72
217,128,155,1,84.82,0.0,84.82
218,129,135,1,28.47,0.0,28.47
219,130,159,1,22.25,0.1,20.03
220,131,153,1,34.79,0.1,31.31
221,132,51,2,87.49,0.0,174.98
222,132,96,1,17.47,0.0,17.47
223,133,55,2,165.9,0.0,331.8
224,133,71,1,88.89,0.0,88.89
225,134,112,1,64.75,0.05,61.51
226,134,69,2,89.05,0.0,178.1
227,134,153,4,35.69,0.0,142.76
228,134,59,2,85.88,0.0,171.76
229,135,27,4,23.28,0.0,93.12
230,135,61,1,42.81,0.05,40.67
231,136,132,2,68.3,0.15,116.11
232,137,59,2,87.8,0.1,158.04
233,137,120,5,128.09,0.1,576.41
234,137,126,1,457.88,0.0,457.88
235,138,51,4,88.26,0.1,317.74
236,138,52,1,45.95,0.0,45.95
237,138,18,4,87.28,0.05,331.66
238,139,50,4,13.6,0.0,54.4
239,140,6,1,53.9,0.0,53.9
240,140,142,1,209.62,0.15,178.18
241,140,44,1,49.48,0.0,49.48
242,141,49,1,87.08,0.1,78.37
243,142,135,1,27.98,0.0,27.98
244,143,150,4,85.59,0.05,325.24
245,144,45,2,17.49,0.0,34.98
246,145,98,2,80.81,0.15,137.38
247,146,60,1,156.77,0.15,133.25
248,146,139,1,131.76,0.05,125.17
249,146,67,2,61.12,0.0,122.24
250,147,72,1,264.78,0.05,251.54
251,148,134,1,101.61,0.0,101.61
252,149,65,4,134.07,0.0,536.28
253,149,125,2,108.26,0.15,184.04
254,150,160,1,118.4,0.0,118.4
255,151,48,4,170.43,0.15,579.46
256,151,142,1,210.94,0.15,179.3
257,151,114,4,585.43,0.1,2107.55
258,151,131,4,16.49,0.0,65.96
259,152,86,2,40.96,0.1,73.73
260,153,57,1,31.03,0.0,31.03
261,153,150,1,82.83,0.1,74.55
262,154,49,4,87.35,0.0,349.4
263,155,134,1,99.38,0.1,89.44
264,155,108,1,77.66,0.0,77.66
265,156,100,1,53.22,0.0,53.22
266,157,26,1,71.89,0.0,71.89
267,157,66,1,221.62,0.1,199.46
268,158,102,2,44.36,0.0,88.72
269,159,104,1,31.57,0.0,31.57
270,159,61,2,42.98,0.15,73.07
271,160,30,1,49.57,0.0,49.57
272,160,52,5,45.58,0.15,193.71
273,161,30,4,50.74,0.1,182.66
274,162,114,1,584.63,0.1,526.17
275,163,80,1,10.96,0.0,10.96
276,164,59,1,88.64,0.1,79.78
277,164,21,2,238.53,0.05,453.21
278,164,126,3,461.37,0.05,1314.9
279,164,143,1,14.93,0.0,14.93
280,165,39,1,19.7,0.15,16.74
281,165,50,4,13.41,0.1,48.28
282,165,87,2,145.12,0.05,275.73
283,165,48,2,168.21,0.0,336.42
284,166,151,2,80.04,0.15,136.07
285,167,57,2,30.62,0.0,61.24
286,168,32,1,351.52,0.1,316.37
287,169,56,4,150.58,0.1,542.09
288,170,72,2,257.7,0.0,515.4
289,170,13,3,79.3,0.05,226.0
290,171,151,1,79.98,0.0,79.98
291,171,47,2,42.18,0.1,75.92
292,172,125,1,110.04,0.15,93.53
293,172,136,2,263.65,0.15,448.2
294,172,92,2,152.85,0.0,305.7
295,172,11,1,41.75,0.1,37.58
296,173,75,1,6.24,0.0,6.24
297,173,119,1,182.28,0.1,164.05
298,173,137,4,31.88,0.0,127.52
299,173,129,2,71.37,0.1,128.47
300,174,72,1,253.37,0.1,228.03
301,175,118,1,22.21,0.0,22.21
302,175,61,1,42.05,0.1,37.84
303,175,79,1,71.49,0.0,71.49
304,176,103,2,47.1,0.05,89.49
305,176,17,2,26.7,0.0,53.4
306,176,14,2,11.88,0.0,23.76
307,176,136,4,261.27,0.05,992.83
308,177,60,2,160.14,0.0,320.28
309,177,64,3,21.75,0.0,65.25
310,177,140,1,21.16,0.05,20.1
311,177,121,1,133.1,0.1,119.79
312,178,44,2,50.57,0.0,101.14
313,178,64,4,22.46,0.0,89.84
314,179,126,2,463.25,0.0,926.5
315,180,153,2,35.85,0.05,68.11
316,180,47,1,43.59,0.05,41.41
317,181,69,1,91.32,0.15,77.62
318,181,88,2,89.04,0.0,178.08
319,181,11,2,42.67,0.0,85.34
320,182,43,2,59.85,0.0,119.7
321,183,39,1,19.81,0.0,19.81
322,183,99,2,66.27,0.1,119.29
323,183,76,1,133.63,0.0,133.63
324,183,52,3,47.01,0.0,141.03
325,184,121,1,129.27,0.0,129.27
326,185,150,1,85.0,0.1,76.5
327,185,144,1,76.37,0.0,76.37
328,186,116,2,87.32,0.0,174.64
329,186,98,2,84.32,0.1,151.78
330,186,130,2,40.92,0.0,81.84
331,186,25,3,38.9,0.1,105.03
332,187,49,1,87.77,0.0,87.77
333,188,97,2,86.73,0.1,156.11
334,189,62,2,55.13,0.1,99.23
335,190,27,2,23.53,0.0,47.06
336,191,2,1,56.7,0.05,53.86
337,191,47,1,42.27,0.0,42.27
338,192,82,2,89.23,0.15,151.69
339,192,56,3,151.24,0.0,453.72
340,193,54,4,112.98,0.05,429.32
341,194,30,1,51.08,0.1,45.97
342,194,149,1,103.59,0.0,103.59
343,195,34,1,24.57,0.1,22.11
344,195,108,4,76.17,0.0,304.68
345,196,14,1,11.51,0.1,10.36
346,196,24,4,17.99,0.0,71.96
347,197,81,1,54.62,0.0,54.62
348,198,73,2,64.51,0.0,129.02
349,198,115,1,53.85,0.0,53.85
350,199,127,1,27.1,0.05,25.74
351,200,55,2,163.07,0.0,326.14
352,200,106,2,91.73,0.1,165.11
353,201,57,1,31.02,0.1,27.92
354,201,121,2,129.96,0.0,259.92
355,202,126,1,476.67,0.0,476.67
356,203,119,1,181.3,0.0,181.3
357,203,101,1,17.94,0.0,17.94
358,204,113,1,66.98,0.15,56.93
359,205,120,1,127.13,0.0,127.13
360,206,34,1,25.36,0.0,25.36
361,207,67,1,61.77,0.05,58.68
362,208,29,1,37.44,0.15,31.82
363,208,6,2,52.37,0.15,89.03
364,209,127,1,27.15,0.0,27.15
365,210,96,1,17.08,0.0,17.08
366,211,5,1,53.0,0.15,45.05
367,212,145,2,82.36,0.05,156.48
368,213,138,1,49.37,0.0,49.37
369,214,61,1,41.99,0.0,41.99
370,214,41,1,127.8,0.05,121.41
371,215,48,1,168.44,0.1,151.6
372,216,73,4,61.65,0.15,209.61
373,217,101,1,18.66,0.0,18.66
374,217,141,1,79.8,0.0,79.8
375,217,9,1,43.32,0.15,36.82
376,218,132,2,69.06,0.05,131.21
377,219,95,1,46.05,0.0,46.05
378,220,58,4,48.71,0.0,194.84
379,221,58,3,49.78,0.0,149.34
380,222,157,1,348.95,0.15,296.61
381,222,13,1,81.89,0.05,77.8
382,223,64,1,21.76,0.15,18.5
383,224,114,2,600.53,0.0,1201.06
384,224,105,1,55.93,0.0,55.93
385,225,76,2,135.57,0.0,271.14
386,226,33,4,64.51,0.0,258.04
387,226,13,2,79.79,0.05,151.6
388,226,124,1,18.4,0.0,18.4
389,227,47,1,43.06,0.0,43.06
390,228,48,1,167.11,0.15,142.04
391,228,38,2,11.04,0.1,19.87
392,229,160,1,120.02,0.0,120.02
393,229,60,4,156.56,0.0,626.24
394,229,30,1,49.7,0.05,47.22
395,230,41,3,126.56,0.0,379.68
396,231,160,2,120.1,0.1,216.18
397,231,113,3,68.37,0.1,184.6
398,231,156,3,34.62,0.0,103.86
399,232,149,2,103.48,0.05,196.61
400,233,48,1,171.42,0.05,162.85
401,234,12,2,42.24,0.0,84.48
402,234,75,1,6.29,0.0,6.29
403,235,59,4,88.99,0.0,355.96
404,236,108,5,77.6,0.05,368.6
405,237,1,2,99.73,0.0,199.46
406,237,126,1,472.47,0.0,472.47
407,237,132,1,68.4,0.0,68.4
408,238,76,2,134.46,0.1,242.03
409,239,39,3,19.23,0.1,51.92
410,240,84,1,39.87,0.15,33.89
411,240,29,2,37.48,0.15,63.72
412,241,35,1,133.69,0.15,113.64
413,242,21,1,237.81,0.0,237.81
414,243,123,2,230.44,0.0,460.88
415,243,1,2,99.11,0.1,178.4
416,243,125,2,110.33,0.05,209.63
417,244,7,2,271.01,0.0,542.02
418,244,97,3,85.74,0.1,231.5
419,245,100,3,52.6,0.0,157.8
420,246,55,1,162.76,0.0,162.76
421,246,29,1,38.09,0.15,32.38
422,247,70,3,35.67,0.1,96.31
423,247,108,1,76.36,0.0,76.36
424,247,116,1,83.75,0.0,83.75
425,248,41,1,124.13,0.0,124.13
426,249,159,1,22.68,0.0,22.68
427,250,36,1,21.75,0.05,20.66
428,251,97,1,85.52,0.05,81.24
429,251,41,2,125.95,0.15,214.12
430,252,106,3,92.5,0.0,277.5
431,252,134,1,102.04,0.15,86.73
432,253,53,3,34.94,0.0,104.82
433,254,66,2,217.18,0.0,434.36
434,254,67,1,59.55,0.0,59.55
435,254,41,1,129.43,0.1,116.49
436,255,81,1,54.68,0.05,51.95
437,256,77,1,69.47,0.15,59.05
438,257,23,2,68.5,0.0,137.0
439,258,33,1,65.08,0.15,55.32
440,258,97,5,86.34,0.0,431.7
441,259,54,1,115.02,0.15,97.77
442,259,48,1,164.69,0.0,164.69
443,260,75,2,6.2,0.0,12.4
444,261,90,1,102.58,0.1,92.32
445,262,71,2,92.22,0.15,156.77
446,263,51,1,85.28,0.0,85.28
447,264,160,1,118.37,0.05,112.45
448,265,109,1,83.36,0.0,83.36
449,266,156,1,33.67,0.0,33.67
450,267,43,1,58.05,0.0,58.05
451,268,160,1,116.84,0.0,116.84
452,269,85,1,31.32,0.1,28.19
453,270,13,3,81.54,0.0,244.62
454,271,57,1,31.19,0.0,31.19
455,271,156,1,33.83,0.0,33.83
456,271,99,4,64.02,0.0,256.08
457,272,106,3,94.98,0.0,284.94
458,273,143,4,15.55,0.0,62.2
459,273,62,1,54.22,0.05,51.51
460,273,98,1,84.12,0.0,84.12
461,274,104,2,32.03,0.0,64.06
462,275,61,1,43.31,0.0,43.31
463,276,133,2,24.73,0.0,49.46
464,277,132,2,70.28,0.05,133.53
465,278,155,1,86.58,0.0,86.58
466,278,146,1,128.59,0.0,128.59
467,279,56,1,149.08,0.0,149.08
468,279,27,3,22.64,0.0,67.92
469,279,134,3,99.02,0.1,267.35
470,280,58,2,49.36,0.05,93.78
471,280,57,1,30.31,0.05,28.79
472,281,113,1,67.2,0.0,67.2
473,281,7,2,269.11,0.15,457.49
474,281,13,1,82.14,0.0,82.14
475,282,60,4,160.28,0.15,544.95
476,282,140,2,22.0,0.1,39.6
477,282,133,1,24.57,0.0,24.57
478,283,153,1,34.49,0.0,34.49
479,284,71,2,89.0,0.05,169.1
480,284,144,1,77.18,0.15,65.6
481,285,84,1,40.43,0.15,34.37
482,285,39,3,19.8,0.05,56.43
483,285,154,1,79.07,0.1,71.16
484,286,150,2,86.31,0.0,172.62
485,287,112,1,64.68,0.0,64.68
486,287,17,1,25.48,0.0,25.48
487,287,100,3,53.52,0.0,160.56
488,288,93,5,34.74,0.0,173.7
489,288,124,1,18.8,0.05,17.86
490,288,87,2,147.1,0.05,279.49
491,289,29,1,38.77,0.15,32.95
492,289,126,1,456.91,0.05,434.06
493,289,32,2,346.96,0.0,693.92
494,290,61,1,41.66,0.15,35.41
495,291,64,2,21.64,0.0,43.28
496,292,112,3,64.14,0.15,163.56
497,293,23,1,68.18,0.05,64.77
498,294,6,2,52.59,0.0,105.18
499,294,125,1,109.98,0.0,109.98
500,294,39,3,20.13,0.1,54.35
501,294,143,2,15.6,0.05,29.64
502,295,29,3,38.7,0.0,116.1
503,295,50,1,13.06,0.0,13.06
504,296,74,3,270.11,0.0,810.33
505,297,100,4,52.54,0.0,210.16
506,298,152,1,90.23,0.1,81.21
507,299,22,2,52.56,0.15,89.35
508,300,148,1,19.59,0.1,17.63
509,301,78,3,50.15,0.0,150.45
510,301,33,1,62.79,0.15,53.37
511,301,52,1,45.49,0.0,45.49
512,301,54,1,113.48,0.1,102.13
513,302,155,2,85.48,0.0,170.96
514,302,9,3,42.53,0.1,114.83
515,302,66,4,214.92,0.0,859.68
516,303,96,1,17.14,0.0,17.14
517,303,107,1,354.08,0.0,354.08
518,304,11,2,42.14,0.15,71.64
519,304,15,3,13.74,0.0,41.22
520,304,46,3,34.67,0.0,104.01
521,305,141,1,80.52,0.15,68.44
522,306,13,1,78.8,0.0,78.8
523,306,68,1,162.47,0.0,162.47
524,307,70,3,36.48,0.0,109.44
525,308,153,1,34.38,0.05,32.66
526,308,24,2,17.68,0.0,35.36
527,308,22,2,54.33,0.05,103.23
528,309,97,2,85.8,0.15,145.86
529,309,59,1,86.62,0.15,73.63
530,310,10,1,105.64,0.0,105.64
531,311,43,1,59.51,0.1,53.56
532,311,64,5,22.17,0.0,110.85
533,311,115,1,55.3,0.15,47.0
534,312,91,2,69.27,0.0,138.54
535,312,75,2,6.31,0.05,11.99
536,313,126,1,456.87,0.05,434.03
537,314,43,3,57.61,0.15,146.91
538,315,63,1,24.4,0.0,24.4
539,315,51,1,88.4,0.0,88.4
540,316,74,1,267.78,0.0,267.78
541,317,83,5,246.54,0.0,1232.7
542,318,101,1,18.01,0.0,18.01
543,318,8,1,127.68,0.05,121.3
544,319,63,1,23.83,0.0,23.83
545,320,14,1,11.63,0.1,10.47
546,320,150,1,83.14,0.0,83.14
547,321,80,1,10.87,0.15,9.24
548,322,97,2,86.46,0.15,146.98
549,323,137,1,31.64,0.0,31.64
550,323,40,2,76.95,0.0,153.9
551,323,114,2,590.74,0.0,1181.48
552,324,99,2,65.89,0.15,112.01
553,324,21,3,246.82,0.0,740.46
554,325,25,1,39.87,0.05,37.88
555,326,12,3,42.11,0.0,126.33
556,326,113,1,68.01,0.0,68.01
557,327,28,1,90.15,0.0,90.15
558,327,78,3,49.24,0.1,132.95
559,328,115,1,55.67,0.0,55.67
560,328,94,2,47.34,0.0,94.68
561,329,124,1,18.16,0.15,15.44
562,330,116,1,86.27,0.0,86.27
563,330,150,1,83.75,0.05,79.56
564,330,65,2,132.65,0.15,225.5
565,331,90,1,105.54,0.15,89.71
566,331,12,2,41.96,0.15,71.33
567,331,71,1,88.59,0.0,88.59
568,332,120,1,125.21,0.05,118.95
569,332,6,2,53.75,0.1,96.75
570,332,71,2,88.79,0.0,177.58
571,333,104,1,31.89,0.0,31.89
572,334,48,3,171.25,0.05,488.06
573,335,72,4,254.11,0.1,914.8
574,336,148,1,19.8,0.15,16.83
575,337,155,2,84.69,0.0,169.38
576,337,136,2,259.1,0.0,518.2
577,337,109,4,82.45,0.1,296.82
578,338,38,1,11.04,0.0,11.04
579,338,134,1,97.29,0.15,82.7
580,338,111,1,11.73,0.05,11.14
581,338,145,3,81.75,0.05,232.99
582,339,55,2,168.15,0.0,336.3
583,340,25,2,40.66,0.15,69.12
584,340,5,1,51.56,0.0,51.56
585,340,91,1,71.03,0.0,71.03
586,341,158,1,98.35,0.1,88.52
587,342,127,1,26.72,0.0,26.72
588,343,125,4,108.61,0.0,434.44
589,343,27,4,22.68,0.15,77.11
590,344,69,3,91.1,0.0,273.3
591,345,137,3,31.86,0.0,95.58
592,345,83,3,249.09,0.0,747.27
593,346,63,1,23.8,0.1,21.42
594,346,40,2,79.54,0.1,143.17
595,346,23,2,68.34,0.15,116.18
596,346,98,1,80.35,0.05,76.33
597,347,51,1,88.43,0.0,88.43
598,348,25,3,40.8,0.05,116.28
599,348,143,2,15.47,0.0,30.94
600,348,49,1,88.73,0.1,79.86
601,349,86,2,42.24,0.0,84.48
602,350,39,1,19.84,0.15,16.86
603,351,33,2,63.93,0.0,127.86
604,351,61,2,41.27,0.05,78.41
605,351,103,1,46.75,0.05,44.41
606,352,141,2,81.3,0.15,138.21
607,353,10,1,106.73,0.0,106.73
608,354,56,1,151.05,0.1,135.95
609,355,70,1,36.58,0.0,36.58
610,356,30,1,48.74,0.0,48.74
611,357,139,3,132.52,0.15,337.93
612,358,2,1,58.88,0.05,55.94
613,359,103,1,48.82,0.15,41.5
614,360,70,1,36.23,0.1,32.61
615,361,157,1,345.01,0.0,345.01
616,362,39,1,19.59,0.0,19.59
617,363,82,1,90.94,0.1,81.85
618,364,135,1,28.19,0.05,26.78
619,364,96,5,17.59,0.0,87.95
620,364,116,4,86.8,0.0,347.2
621,365,11,2,42.09,0.0,84.18
622,366,22,1,54.27,0.15,46.13
623,366,159,1,22.54,0.1,20.29
624,366,116,1,84.94,0.0,84.94
625,367,153,1,35.29,0.05,33.53
626,367,143,4,15.52,0.05,58.98
627,368,106,4,93.95,0.1,338.22
628,369,43,2,57.16,0.0,114.32
629,370,112,1,62.78,0.15,53.36
630,370,116,3,83.71,0.1,226.02
631,371,36,1,22.21,0.0,22.21
632,372,121,1,131.59,0.0,131.59
633,372,101,1,18.21,0.0,18.21
634,372,108,1,75.31,0.0,75.31
635,372,62,2,56.39,0.05,107.14
636,373,114,2,593.58,0.1,1068.44
637,374,49,1,89.31,0.1,80.38
638,374,107,1,359.67,0.0,359.67
639,375,123,2,229.55,0.1,413.19
640,375,30,1,50.96,0.0,50.96
641,376,10,4,105.47,0.15,358.6
642,377,97,2,86.94,0.0,173.88
643,377,109,1,82.89,0.0,82.89
644,377,129,2,69.84,0.1,125.71
645,378,14,2,11.39,0.05,21.64
646,379,67,1,60.48,0.0,60.48
647,379,119,1,177.67,0.1,159.9
648,380,15,3,13.63,0.0,40.89
649,380,57,2,30.98,0.15,52.67
650,381,157,1,343.38,0.0,343.38
651,381,133,2,24.56,0.0,49.12
652,382,82,1,89.57,0.0,89.57
653,382,153,2,35.89,0.1,64.6
654,383,53,2,35.46,0.0,70.92
655,383,41,1,126.57,0.0,126.57
656,384,107,5,355.56,0.05,1688.91
657,385,22,1,52.69,0.0,52.69
658,386,77,1,69.0,0.0,69.0
659,386,154,1,81.51,0.05,77.43
660,386,121,1,129.86,0.15,110.38
661,387,54,1,112.59,0.15,95.7
662,387,26,2,73.22,0.0,146.44
663,387,88,2,87.36,0.0,174.72
664,387,124,1,18.64,0.0,18.64
665,388,89,1,40.69,0.0,40.69
666,389,56,3,150.06,0.0,450.18
667,389,117,3,62.14,0.0,186.42
668,389,102,1,43.48,0.15,36.96
669,389,131,1,15.7,0.1,14.13
670,390,7,2,270.42,0.1,486.76
671,391,83,3,244.93,0.1,661.31
672,391,69,3,91.78,0.0,275.34
673,392,100,2,52.97,0.15,90.05
674,393,142,1,215.99,0.0,215.99
675,393,122,2,28.32,0.0,56.64
676,394,75,1,6.28,0.0,6.28
677,394,37,1,79.35,0.05,75.38
678,394,39,1,19.23,0.1,17.31
679,395,100,3,53.1,0.0,159.3
680,395,143,1,15.15,0.15,12.88
681,395,95,2,44.89,0.0,89.78
682,396,150,1,83.71,0.0,83.71
683,397,54,1,110.22,0.0,110.22
684,398,36,2,22.1,0.0,44.2
685,399,68,1,159.37,0.1,143.43
686,399,141,1,78.05,0.0,78.05
687,399,4,1,250.46,0.05,237.94
688,400,58,1,49.05,0.05,46.6
689,401,41,1,123.7,0.0,123.7
690,401,151,1,81.86,0.05,77.77
691,401,108,1,74.37,0.0,74.37
692,402,119,1,183.25,0.1,164.92
693,402,73,1,64.36,0.15,54.71
694,402,147,1,21.65,0.1,19.48
695,403,88,5,85.6,0.1,385.2
696,404,89,2,40.04,0.05,76.08
